GeneInfo	GeneID	Gene_Desc	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_015381-RA	Caust.v2_015381	solute carrier family 28 member 3-like	95	93	129	142	136	72	41	64	90	95	93	50
Caust.v2_015382-RA	Caust.v2_015382	glycolipid transfer protein domain-containing protein 1-like	193	89	1	61	37	89	207	202	51	129	0	369
Caust.v2_015383-RA	Caust.v2_015383	NA	2	0	2	1	0	3	0	1	4	0	1	5
Caust.v2_015384-RA	Caust.v2_015384	NA	0	1	2	4	0	0	0	0	5	2	1	0
Caust.v2_015385-RA	Caust.v2_015385	NA	0	0	0	0	0	1	0	2	0	0	0	0
Caust.v2_015386-RA	Caust.v2_015386	protein lozenge	25	26	31	16	11	40	38	29	40	15	24	73
Caust.v2_015387-RA	Caust.v2_015387	NA	0	0	1	0	0	0	0	2	0	0	2	0
Caust.v2_015388-RA	Caust.v2_015388	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015389-RA	Caust.v2_015389	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015390-RA	Caust.v2_015390	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015391-RA	Caust.v2_015391	NA	0	0	1	0	0	2	0	0	0	1	0	0
Caust.v2_015392-RA	Caust.v2_015392	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015393-RA	Caust.v2_015393	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015394-RA	Caust.v2_015394	NA	0	0	0	0	0	0	0	1	0	1	0	0
Caust.v2_015395-RA	Caust.v2_015395	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015396-RA	Caust.v2_015396	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015397-RA	Caust.v2_015397	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015398-RA	Caust.v2_015398	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015399-RA	Caust.v2_015399	NA	0	0	0	0	0	0	0	0	0	0	2	0
Caust.v2_015400-RA	Caust.v2_015400	NA	41	214	123	231	151	75	22	97	126	136	120	44
Caust.v2_015401-RA	Caust.v2_015401	NA	1	2	1	3	5	0	5	5	0	4	2	5
Caust.v2_015402-RA	Caust.v2_015402	NA	30	40	59	57	88	35	42	47	30	69	33	43
Caust.v2_015403-RA	Caust.v2_015403	85 kda calcium-independent phospholipase a2	27	26	23	27	15	26	40	44	19	19	9	26
Caust.v2_015404-RA	Caust.v2_015404	protein chibby homolog 1-like	79	21	0	33	69	33	59	49	49	82	57	58
Caust.v2_015405-RA	Caust.v2_015405	dna topoisomerase 3-alpha-like	2	0	2	0	5	0	1	0	4	2	1	4
Caust.v2_015406-RA	Caust.v2_015406	det1- and ddb1-associated protein 1-like	83	10	12	8	47	26	128	21	14	27	38	260
Caust.v2_015407-RB	Caust.v2_015407	selenium-binding protein 1-a isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015407-RB	Caust.v2_015407	selenium-binding protein 1-a isoform x1	1068	868	972	1211	1059	852	1085	1405	1007	958	1021	1446
Caust.v2_015407-RA	Caust.v2_015407	selenium-binding protein 1-a isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015408-RA	Caust.v2_015408	dnaj homolog subfamily c member 1-like	13	14	4	6	9	14	7	7	5	5	8	9
Caust.v2_015409-RA	Caust.v2_015409	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015410-RA	Caust.v2_015410	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015411-RA	Caust.v2_015411	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015412-RA	Caust.v2_015412	NA	0	0	0	0	0	0	0	0	2	0	1	0
Caust.v2_015413-RA	Caust.v2_015413	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_015414-RA	Caust.v2_015414	low quality protein: rho gtpase-activating protein 100f-like	13	10	13	21	11	13	9	18	17	12	13	10
Caust.v2_015415-RA	Caust.v2_015415	NA	0	0	0	0	0	0	0	1	1	0	0	0
Caust.v2_015416-RA	Caust.v2_015416	NA	7	3	6	11	3	2	4	7	3	3	15	5
Caust.v2_015417-RA	Caust.v2_015417	NA	5	2	4	3	1	1	0	7	6	6	5	6
Caust.v2_015418-RA	Caust.v2_015418	NA	0	0	0	1	0	0	0	0	1	0	0	0
Caust.v2_015419-RA	Caust.v2_015419	popeye domain-containing protein 3-like	26	54	31	49	28	16	25	17	21	27	18	19
Caust.v2_015420-RA	Caust.v2_015420	elongation factor 1-alpha isoform x1	647	785	720	768	789	555	200	432	647	620	472	302
Caust.v2_015421-RA	Caust.v2_015421	hairy enhancer-of-split related with yrpw motif protein 1-like isoform x4	5001	5929	4748	7120	6334	3113	3493	4311	3973	4222	3984	4332
Caust.v2_015422-RA	Caust.v2_015422	hairy enhancer-of-split related with yrpw motif protein isoform x1	5	19	2	9	3	7	11	6	11	11	19	10
Caust.v2_015423-RA	Caust.v2_015423	NA	437	380	351	506	396	281	237	276	246	365	318	304
Caust.v2_015424-RA	Caust.v2_015424	eukaryotic translation initiation factor 3 subunit g-like	42	37	21	25	44	21	13	43	26	18	19	26
Caust.v2_015425-RB	Caust.v2_015425	calcium homeostasis endoplasmic reticulum protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015425-RA	Caust.v2_015425	calcium homeostasis endoplasmic reticulum protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015425-RB	Caust.v2_015425	calcium homeostasis endoplasmic reticulum protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015426-RA	Caust.v2_015426	membrane metallo-endopeptidase-like 1-like	1637	1407	1598	1332	1197	881	567	962	1525	1235	1086	924
Caust.v2_015427-RA	Caust.v2_015427	diacylglycerol o-acyltransferase 1-like	616	649	435	715	434	575	682	909	519	536	557	959
Caust.v2_015428-RA	Caust.v2_015428	NA	2	0	1	0	1	0	2	0	0	0	1	0
Caust.v2_015429-RA	Caust.v2_015429	NA	0	0	0	0	0	4	0	0	0	0	3	0
Caust.v2_015430-RA	Caust.v2_015430	NA	1283	846	1606	1143	902	1346	1280	1264	1245	1016	1104	1511
Caust.v2_015431-RA	Caust.v2_015431	protein slowmo-like	1656	1362	1604	1774	1261	1915	1733	2145	1574	1399	1529	2505
Caust.v2_015432-RB	Caust.v2_015432	atpase wrnip1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015432-RA	Caust.v2_015432	atpase wrnip1-like	190	62	153	129	107	133	181	213	110	119	106	223
Caust.v2_015432-RA	Caust.v2_015432	atpase wrnip1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015433-RB	Caust.v2_015433	egf domain-specific o-linked n-acetylglucosamine transferase	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015433-RA	Caust.v2_015433	egf domain-specific o-linked n-acetylglucosamine transferase	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015433-RB	Caust.v2_015433	egf domain-specific o-linked n-acetylglucosamine transferase	749	367	642	521	475	586	759	901	464	480	469	759
Caust.v2_015434-RA	Caust.v2_015434	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015435-RA	Caust.v2_015435	chaoptin	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_015436-RA	Caust.v2_015436	ubiquitin-protein ligase e3a	587	504	436	505	395	489	542	596	397	436	426	746
Caust.v2_015437-RA	Caust.v2_015437	helicase polq-like	320	255	233	313	219	204	206	262	181	219	218	306
Caust.v2_015438-RA	Caust.v2_015438	succinate dehydrogenase assembly factor mitochondrial-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015439-RA	Caust.v2_015439	ribosomal rna-processing protein 8-like	2	0	2	2	0	0	0	0	0	0	0	1
Caust.v2_015440-RA	Caust.v2_015440	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015441-RA	Caust.v2_015441	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015442-RA	Caust.v2_015442	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015443-RA	Caust.v2_015443	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015444-RA	Caust.v2_015444	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015445-RA	Caust.v2_015445	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015446-RA	Caust.v2_015446	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015447-RA	Caust.v2_015447	blood vessel epicardial substance-like	97	72	61	62	55	50	31	43	66	27	70	110
Caust.v2_015448-RA	Caust.v2_015448	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015449-RA	Caust.v2_015449	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015449-RB	Caust.v2_015449	NA	60	151	153	209	50	64	107	139	39	180	169	126
Caust.v2_015449-RB	Caust.v2_015449	NA	40	107	138	230	58	66	59	90	44	123	144	79
Caust.v2_015450-RA	Caust.v2_015450	uncharacterized protein loc103573453	701	636	746	990	675	484	508	515	596	637	716	493
Caust.v2_015451-RA	Caust.v2_015451	NA	0	2	0	1	0	1	1	1	0	1	0	0
Caust.v2_015452-RA	Caust.v2_015452	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015453-RA	Caust.v2_015453	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015454-RA	Caust.v2_015454	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_015455-RA	Caust.v2_015455	NA	0	0	0	1	0	0	0	0	0	0	1	0
Caust.v2_015456-RA	Caust.v2_015456	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015457-RA	Caust.v2_015457	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_015458-RA	Caust.v2_015458	NA	0	2	0	0	0	0	0	0	0	0	0	0
Caust.v2_015459-RA	Caust.v2_015459	NA	0	0	0	0	3	0	0	0	0	1	0	0
Caust.v2_015460-RA	Caust.v2_015460	NA	1	0	0	0	1	0	0	0	1	0	1	1
Caust.v2_015461-RA	Caust.v2_015461	NA	2	1	0	3	6	1	0	0	1	1	1	0
Caust.v2_015462-RA	Caust.v2_015462	zinc finger protein noc	1591	1929	1552	1743	1832	1246	674	1147	1512	1192	1448	769
Caust.v2_015463-RA	Caust.v2_015463	NA	2	4	0	3	3	0	0	0	0	5	3	1
Caust.v2_015464-RA	Caust.v2_015464	NA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_015465-RA	Caust.v2_015465	 	3	3	5	7	1	0	4	4	7	2	2	1
Caust.v2_015466-RA	Caust.v2_015466	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015467-RA	Caust.v2_015467	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015468-RA	Caust.v2_015468	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015469-RA	Caust.v2_015469	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_015470-RA	Caust.v2_015470	NA	0	0	0	0	0	0	0	1	2	0	0	0
Caust.v2_015471-RA	Caust.v2_015471	NA	2	1	0	4	3	0	0	2	0	2	3	0
Caust.v2_015472-RA	Caust.v2_015472	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015473-RA	Caust.v2_015473	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_015474-RA	Caust.v2_015474	NA	2	0	0	0	1	0	5	0	0	0	1	0
Caust.v2_015475-RA	Caust.v2_015475	probable g-protein coupled receptor mth-like 1-like	5	5	2	2	1	6	9	14	2	3	3	11
Caust.v2_015476-RA	Caust.v2_015476	proto-oncogene tyrosine-protein kinase receptor ret	92	125	179	155	117	42	43	70	71	136	153	43
Caust.v2_015477-RA	Caust.v2_015477	homogentisate -dioxygenase	6	33	22	11	9	2	6	3	4	5	19	26
Caust.v2_015478-RA	Caust.v2_015478	NA	0	0	1	0	0	0	0	0	0	1	0	0
Caust.v2_015479-RA	Caust.v2_015479	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015480-RA	Caust.v2_015480	inorganic phosphate cotransporter	110	11	55	10	22	7	1	15	51	37	88	6
Caust.v2_015481-RA	Caust.v2_015481	NA	2	0	1	3	0	1	5	5	0	0	0	1
Caust.v2_015482-RA	Caust.v2_015482	NA	0	0	2	3	7	0	3	3	4	0	3	6
Caust.v2_015483-RA	Caust.v2_015483	methyltransferase-like protein 7a	286	119	290	131	110	248	447	370	100	198	117	785
Caust.v2_015484-RA	Caust.v2_015484	geranylgeranyl transferase type-2 subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015485-RA	Caust.v2_015485	prostaglandin e synthase 2	581	496	599	589	497	727	584	770	674	506	494	653
Caust.v2_015486-RA	Caust.v2_015486	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015487-RA	Caust.v2_015487	intraflagellar transport protein 122 homolog	1065	727	848	895	650	980	1044	1353	845	837	849	1330
Caust.v2_015488-RA	Caust.v2_015488	NA	937	613	849	855	854	1217	975	1362	1530	656	695	1261
Caust.v2_015489-RA	Caust.v2_015489	NA	0	2	4	2	1	1	0	7	7	6	2	4
Caust.v2_015490-RB	Caust.v2_015490	gtp-binding protein rhes	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015490-RA	Caust.v2_015490	gtp-binding protein rhes	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015490-RA	Caust.v2_015490	gtp-binding protein rhes	14	11	9	17	7	13	5	2	5	14	9	7
Caust.v2_015491-RB	Caust.v2_015491	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015491-RC	Caust.v2_015491	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015491-RA	Caust.v2_015491	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015491-RA	Caust.v2_015491	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015491-RA	Caust.v2_015491	NA	97	70	76	90	110	84	77	78	81	74	102	85
Caust.v2_015492-RC	Caust.v2_015492	uncharacterized protein loc100880924	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015492-RA	Caust.v2_015492	uncharacterized protein loc100880924	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015492-RB	Caust.v2_015492	uncharacterized protein loc100880924	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015492-RA	Caust.v2_015492	uncharacterized protein loc100880924	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015493-RA	Caust.v2_015493	thap domain-containing protein 9-like	484	261	397	370	224	380	463	591	349	267	328	628
Caust.v2_015494-RA	Caust.v2_015494	NA	0	0	0	0	0	1	1	0	0	0	0	0
Caust.v2_015495-RA	Caust.v2_015495	NA	0	0	2	0	0	0	0	0	0	0	0	0
Caust.v2_015496-RA	Caust.v2_015496	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_015497-RA	Caust.v2_015497	NA	0	0	0	0	0	0	3	1	1	0	0	0
Caust.v2_015498-RA	Caust.v2_015498	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015499-RA	Caust.v2_015499	NA	2	0	0	0	0	0	1	0	3	0	1	0
Caust.v2_015500-RA	Caust.v2_015500	NA	0	0	0	0	0	0	0	0	4	0	0	0
Caust.v2_015501-RA	Caust.v2_015501	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015502-RA	Caust.v2_015502	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015503-RA	Caust.v2_015503	fat-like cadherin-related tumor suppressor-like protein	2	0	2	9	2	0	1	0	0	8	0	0
Caust.v2_015504-RA	Caust.v2_015504	NA	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_015505-RA	Caust.v2_015505	NA	0	1	0	0	0	0	0	5	3	0	0	0
Caust.v2_015506-RA	Caust.v2_015506	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015507-RA	Caust.v2_015507	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015508-RA	Caust.v2_015508	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015509-RA	Caust.v2_015509	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015510-RA	Caust.v2_015510	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015511-RA	Caust.v2_015511	NA	0	0	0	2	0	0	0	0	0	0	0	0
Caust.v2_015512-RA	Caust.v2_015512	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015513-RA	Caust.v2_015513	octopamine receptor beta-2r-like	1543	1051	1082	1057	854	802	774	892	841	745	1283	1136
Caust.v2_015514-RA	Caust.v2_015514	NA	0	0	0	0	0	0	0	0	0	3	0	0
Caust.v2_015515-RA	Caust.v2_015515	NA	1	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_015516-RA	Caust.v2_015516	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015517-RA	Caust.v2_015517	NA	0	0	0	0	0	0	0	0	5	0	2	0
Caust.v2_015518-RA	Caust.v2_015518	NA	0	1	0	0	0	0	0	1	0	0	1	0
Caust.v2_015519-RA	Caust.v2_015519	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_015520-RA	Caust.v2_015520	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_015521-RA	Caust.v2_015521	facilitated trehalose transporter tret1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015522-RA	Caust.v2_015522	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_015523-RA	Caust.v2_015523	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_015524-RA	Caust.v2_015524	NA	0	0	1	0	0	0	0	2	1	1	0	0
Caust.v2_015525-RA	Caust.v2_015525	NA	0	0	0	0	0	0	0	4	4	3	2	0
Caust.v2_015526-RA	Caust.v2_015526	NA	3	19	1	5	6	0	0	1	6	0	0	4
Caust.v2_015527-RC	Caust.v2_015527	rho gtpase-activating protein 7 isoform x1	1	0	0	0	1	0	0	2	4	1	3	0
Caust.v2_015527-RA	Caust.v2_015527	rho gtpase-activating protein 7 isoform x1	83	137	73	107	87	73	57	86	97	73	139	64
Caust.v2_015527-RA	Caust.v2_015527	rho gtpase-activating protein 7 isoform x1	76	114	63	115	74	59	48	73	157	82	120	51
Caust.v2_015527-RD	Caust.v2_015527	rho gtpase-activating protein 7 isoform x1	0	0	2	2	0	0	1	1	3	0	1	2
Caust.v2_015527-RB	Caust.v2_015527	rho gtpase-activating protein 7 isoform x1	2	6	3	6	4	3	0	2	14	1	3	0
Caust.v2_015528-RA	Caust.v2_015528	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_015529-RA	Caust.v2_015529	NA	1	2	3	3	1	4	0	1	3	9	4	0
Caust.v2_015530-RA	Caust.v2_015530	NA	0	0	0	0	0	0	0	0	0	2	0	0
Caust.v2_015531-RA	Caust.v2_015531	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_015532-RA	Caust.v2_015532	NA	1	0	1	0	1	0	1	2	6	3	1	0
Caust.v2_015533-RA	Caust.v2_015533	kinesin k39	0	1	0	1	0	0	0	2	3	0	0	0
Caust.v2_015534-RA	Caust.v2_015534	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015535-RA	Caust.v2_015535	importin-5	4316	4316	4509	6157	3835	3734	4019	5088	3526	3820	4078	4043
Caust.v2_015536-RB	Caust.v2_015536	choline-phosphate cytidylyltransferase b	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015536-RA	Caust.v2_015536	choline-phosphate cytidylyltransferase b	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015536-RA	Caust.v2_015536	choline-phosphate cytidylyltransferase b	8	6	7	14	5	8	9	4	11	4	8	3
Caust.v2_015537-RA	Caust.v2_015537	protein ect2-like	0	0	0	0	0	3	1	0	0	0	1	0
Caust.v2_015538-RD	Caust.v2_015538	low quality protein: jnk-interacting protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015538-RE	Caust.v2_015538	low quality protein: jnk-interacting protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015538-RE	Caust.v2_015538	low quality protein: jnk-interacting protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015538-RE	Caust.v2_015538	low quality protein: jnk-interacting protein 3-like	1448	1378	1601	1586	1308	1183	1109	1416	1250	1223	1222	1299
Caust.v2_015538-RC	Caust.v2_015538	low quality protein: jnk-interacting protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015538-RB	Caust.v2_015538	low quality protein: jnk-interacting protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015538-RA	Caust.v2_015538	low quality protein: jnk-interacting protein 3-like	1	1	0	0	1	1	0	0	0	0	0	0
Caust.v2_015539-RA	Caust.v2_015539	 	2717	3239	2700	3505	2957	2351	1617	1958	3468	2277	2074	2126
Caust.v2_015540-RB	Caust.v2_015540	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015540-RB	Caust.v2_015540	 	783	455	608	604	343	745	980	1235	471	550	524	1577
Caust.v2_015540-RA	Caust.v2_015540	 	36	16	31	33	13	23	16	26	19	16	32	27
Caust.v2_015541-RA	Caust.v2_015541	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015542-RA	Caust.v2_015542	polynucleotide 5 -hydroxyl-kinase nol9	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015542-RB	Caust.v2_015542	polynucleotide 5 -hydroxyl-kinase nol9	122	53	79	81	80	121	148	104	134	72	109	149
Caust.v2_015542-RA	Caust.v2_015542	polynucleotide 5 -hydroxyl-kinase nol9	866	696	779	1024	612	814	859	981	666	749	682	1087
Caust.v2_015543-RA	Caust.v2_015543	dna (cytosine-5)-methyltransferase 3b-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015544-RA	Caust.v2_015544	NA	0	2	0	0	0	0	0	2	1	0	0	0
Caust.v2_015545-RA	Caust.v2_015545	NA	6	6	0	5	4	7	3	4	9	4	4	2
Caust.v2_015546-RA	Caust.v2_015546	NA	12	6	4	4	1	5	5	9	9	8	5	5
Caust.v2_015547-RA	Caust.v2_015547	 	849	295	481	573	215	900	1083	1024	542	583	466	1673
Caust.v2_015548-RA	Caust.v2_015548	eukaryotic peptide chain release factor subunit 1 isoform x1	2367	1747	2173	2547	1464	2166	2984	3279	1628	1923	1799	3714
Caust.v2_015549-RA	Caust.v2_015549	actin-related protein 2 3 complex subunit 1a	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015550-RA	Caust.v2_015550	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015551-RA	Caust.v2_015551	NA	3	4	5	7	1	3	1	4	3	2	0	3
Caust.v2_015552-RA	Caust.v2_015552	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_015553-RA	Caust.v2_015553	NA	0	0	0	2	0	0	1	0	1	0	3	3
Caust.v2_015554-RA	Caust.v2_015554	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015555-RA	Caust.v2_015555	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015556-RA	Caust.v2_015556	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015557-RA	Caust.v2_015557	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015558-RA	Caust.v2_015558	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_015559-RA	Caust.v2_015559	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015560-RA	Caust.v2_015560	NA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_015561-RA	Caust.v2_015561	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015562-RA	Caust.v2_015562	NA	7	12	12	10	3	10	11	12	9	8	4	12
Caust.v2_015563-RA	Caust.v2_015563	NA	0	1	0	0	0	0	1	0	0	0	0	0
Caust.v2_015564-RA	Caust.v2_015564	NA	0	0	1	0	0	0	1	0	0	0	0	0
Caust.v2_015565-RA	Caust.v2_015565	NA	0	0	0	0	0	0	2	0	0	0	0	0
Caust.v2_015566-RA	Caust.v2_015566	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015567-RA	Caust.v2_015567	NA	0	1	0	0	0	0	0	0	1	0	2	0
Caust.v2_015568-RA	Caust.v2_015568	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015569-RA	Caust.v2_015569	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015570-RA	Caust.v2_015570	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_015571-RA	Caust.v2_015571	nuclear pore complex protein nup88	2	3	4	3	8	1	0	5	2	2	5	3
Caust.v2_015572-RA	Caust.v2_015572	slit homolog 2	1370	950	1154	1286	714	1313	1264	1580	1097	1022	904	1300
Caust.v2_015573-RC	Caust.v2_015573	NA	53	18	68	51	48	37	61	56	30	37	14	48
Caust.v2_015573-RC	Caust.v2_015573	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015573-RC	Caust.v2_015573	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015573-RC	Caust.v2_015573	NA	5	6	16	28	6	8	23	38	11	12	15	26
Caust.v2_015573-RC	Caust.v2_015573	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015573-RA	Caust.v2_015573	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015573-RB	Caust.v2_015573	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015573-RB	Caust.v2_015573	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015573-RD	Caust.v2_015573	NA	3	5	9	4	1	4	3	0	2	2	3	2
Caust.v2_015573-RE	Caust.v2_015573	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015574-RA	Caust.v2_015574	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015575-RA	Caust.v2_015575	NA	24	16	3	22	17	13	19	20	11	17	12	18
Caust.v2_015576-RB	Caust.v2_015576	dynein light chain roadblock-type 2-like	16	0	0	0	33	0	135	0	0	0	33	262
Caust.v2_015576-RB	Caust.v2_015576	dynein light chain roadblock-type 2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015576-RA	Caust.v2_015576	dynein light chain roadblock-type 2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015577-RA	Caust.v2_015577	xk-related protein 6-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015578-RA	Caust.v2_015578	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015579-RA	Caust.v2_015579	brca1-associated protein	108	91	72	111	84	59	83	88	68	78	78	90
Caust.v2_015580-RA	Caust.v2_015580	uncharacterized protein loc100119481	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015581-RA	Caust.v2_015581	cat eye syndrome critical region protein 5-like protein	1248	899	1058	1093	830	1009	1258	1413	968	892	880	1618
Caust.v2_015582-RA	Caust.v2_015582	NA	2	3	0	1	1	2	5	2	1	0	2	11
Caust.v2_015583-RA	Caust.v2_015583	NA	18	32	10	23	23	9	68	47	32	25	40	137
