GeneInfo	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
rna-XM_006560302.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001131037.1	0	0	1	0	0	0	0	0	0	0	0	0
rna-XR_001705368.2	2	0	0	1	0	3	0	1	0	0	1	0
rna-XM_393939.6	671	288	249	285	147	281	276	323	286	420	239	578
rna-XM_006560321.3	249	235	170	458	132	262	163	278	214	207	130	267
rna-XR_001705367.2	15	10	7	28	15	6	3	10	4	13	3	20
rna-TRNAM-CAU-8	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_391980.7	2696	1681	1658	2206	1468	2928	1919	2416	1876	2835	2505	3419
rna-XR_001705361.2	61	21	36	72	22	102	52	82	47	59	53	92
rna-XM_016915810.2	430	130	158	228	135	205	169	267	241	231	227	384
rna-XM_006560320.3	861	359	388	382	306	636	305	702	270	402	246	767
rna-XR_003305977.1	23	8	4	4	4	15	9	16	9	14	4	8
rna-XM_006560315.3	3	1	1	2	0	0	0	1	0	2	0	0
rna-XM_026444784.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560317.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915826.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915824.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915825.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915827.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560312.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560311.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624751.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001705377.2	81	117	38	89	54	95	89	141	54	96	63	150
rna-XM_624730.6	3656	2194	1797	2585	1639	2972	1811	2704	2074	3393	2739	3918
rna-XM_006560305.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_393943.6	0	1	0	0	0	0	0	0	0	0	0	0
rna-XM_001122536.4	245	195	117	179	127	326	198	203	167	252	175	246
rna-XM_006560307.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_391981.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305971.1	5	1	2	0	0	5	2	2	0	3	0	0
rna-XR_409532.3	62	24	19	65	5	48	11	32	12	22	7	63
rna-XM_393944.6	188	48	64	116	55	181	44	126	56	101	53	195
rna-NR_127341.1	0	0	0	2	1	0	0	0	0	0	0	0
rna-Mir6066	0	0	0	0	0	0	0	0	0	0	0	0
rna-TRNAE-CUC-5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_397038.7	181	107	73	130	131	460	299	517	336	349	633	414
rna-XM_016915851.2	2	0	5	4	0	15	3	10	6	10	18	3
rna-XM_016915853.2	2	3	0	0	4	28	4	6	8	5	16	12
rna-XR_003305925.1	120	98	39	178	115	1013	290	590	633	723	637	704
rna-XM_026444605.1	15	9	4	23	11	46	17	15	30	25	29	38
rna-XM_026444604.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562751.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915642.2	11	2	5	2	2	4	3	2	2	7	11	5
rna-NM_001134333.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120037.5	529	310	320	504	208	668	338	348	410	512	436	710
rna-XM_006562752.3	931	767	703	562	789	1095	733	732	491	1384	1652	1123
rna-XM_006562749.3	1048	224	293	450	174	297	191	724	332	727	295	771
rna-XR_001705305.2	239	25	61	78	19	45	38	159	74	107	28	142
rna-XR_409528.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305945.1	287	104	113	181	93	224	110	232	183	201	198	301
rna-XM_392577.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562747.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915881.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915882.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915883.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915884.2	0	0	0	0	0	0	1	0	0	0	0	0
rna-XM_016915886.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444659.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444658.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915887.2	0	3	0	2	0	1	2	2	2	0	0	5
rna-XM_006562744.3	645	306	295	476	197	513	298	525	398	562	378	699
rna-XM_006562746.3	269	156	172	243	144	199	170	210	190	228	214	332
rna-XM_006562745.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003250115.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120535.5	855	673	683	1138	512	5195	759	2597	1250	3537	6815	6065
rna-XM_392754.7	15	16	7	16	12	27	19	14	11	18	19	39
rna-XM_006562738.3	0	0	4	0	0	1	0	0	1	4	1	1
rna-XM_026444827.1	4	0	2	7	0	3	3	3	0	2	0	3
rna-XM_006562741.3	2	0	1	2	1	1	1	2	3	3	2	2
rna-XM_395310.6	6	0	4	4	2	4	1	1	4	4	3	9
rna-XM_006562743.3	330	138	180	316	107	285	199	231	264	290	161	389
rna-XM_006562742.3	93	40	51	79	35	116	72	57	74	98	62	110
rna-XM_006562730.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562728.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444527.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562737.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562736.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562735.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562734.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001011623.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562731.3	1	0	0	0	0	1	0	0	0	0	0	0
rna-XR_003305997.1	0	0	0	0	0	3	0	2	0	0	1	0
rna-XR_003305998.1	4	7	4	13	3	9	3	14	4	4	1	17
rna-XR_001705403.2	0	0	0	0	1	3	1	2	1	4	0	1
rna-XR_003305989.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305991.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305990.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915846.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915847.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444810.1	0	0	0	0	2	1	2	0	0	2	0	0
rna-XR_003305992.1	9	3	2	2	0	5	5	7	1	3	4	3
rna-XM_026444808.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444807.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444806.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444805.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444809.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444804.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915842.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915845.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120814.5	54	19	29	17	19	22	8	46	18	19	20	39
rna-XM_003250346.4	6	2	2	3	1	3	2	1	2	11	13	1
rna-TRNAI-AAU-4	0	0	0	0	0	0	0	0	0	0	0	0
rna-TRNAM-CAU-9	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006564049.3	197	117	59	139	34	137	115	171	121	154	73	159
rna-XR_003305984.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305986.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305985.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444803.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444802.1	3	0	0	0	0	1	1	0	2	1	0	1
rna-XM_393948.7	3490	1768	1474	3817	1508	4010	2148	6592	3429	6006	2309	4837
rna-XR_003305987.1	65	51	45	264	22	296	60	129	68	93	191	111
rna-XR_003305982.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305980.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305981.1	3	2	9	6	7	5	5	4	10	6	13	7
rna-XM_026444801.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003250347.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_393949.6	372	118	171	232	119	246	152	218	211	256	168	393
rna-XR_003306010.1	10	5	7	2	3	5	3	1	5	5	5	8
rna-XM_392591.7	3339	903	1061	2050	895	2139	840	1911	1657	2197	1208	4049
rna-XM_006564051.3	188	118	98	161	54	189	83	122	101	294	122	355
rna-XM_001121036.5	2616	1725	1688	3747	1387	3841	1436	3859	1631	6539	3491	5355
rna-NM_001163716.1	0	0	0	0	0	1	1	0	0	0	1	1
rna-XM_006564043.3	4	2	0	19	1	15	4	6	7	56	10	45
rna-XM_006564053.3	45	26	4	369	9	621	28	64	37	886	104	1449
rna-XR_003306011.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306012.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444855.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444856.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003250351.4	170	75	63	113	57	190	68	118	91	194	91	238
rna-XM_006564055.3	695	373	346	637	293	1178	460	685	533	1039	610	1340
rna-XM_026444663.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444666.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444667.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444670.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444669.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444671.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444665.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444664.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444668.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915963.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_393627.7	130	153	89	177	78	139	144	79	126	120	167	144
rna-XM_006564060.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006564061.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001121375.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006564063.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444796.1	0	1	0	2	0	0	0	0	0	0	0	0
rna-XM_006565071.3	3	2	3	12	3	8	10	3	3	7	5	10
rna-XM_006565066.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565069.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565068.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565070.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565067.3	46	23	41	48	63	718	38	30	38	36	78	77
rna-XR_001705454.2	0	0	0	0	0	3	0	0	0	0	0	0
rna-XR_003305946.1	2	0	0	0	0	0	0	1	1	1	0	1
rna-XR_001705450.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915967.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565062.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444674.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305947.1	2	0	0	2	1	0	1	0	2	3	3	1
rna-NM_001011598.1	21282	4396	6881	8962	3182	4232	1726	8089	5978	15335	6004	11559
rna-XM_016915968.2	190	198	135	185	137	225	243	178	172	281	268	267
rna-XM_016915971.2	33	40	6	21	14	34	27	28	18	21	23	27
rna-XM_016915974.2	4	0	1	0	0	1	0	1	2	1	1	2
rna-XM_026444677.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915973.2	0	0	0	0	0	0	0	2	0	0	0	0
rna-XM_016915970.2	0	0	0	0	0	2	0	0	0	2	0	0
rna-XM_016915972.2	1	1	2	3	2	1	0	2	3	0	3	2
rna-XM_016915969.2	6	0	1	0	2	0	1	1	2	1	2	0
rna-XR_003305948.1	2	1	1	6	0	3	1	5	0	1	1	9
rna-XM_006565055.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120377.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565057.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565059.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444676.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565058.3	2	0	0	2	0	0	1	1	1	1	2	0
rna-XM_006565052.3	63	35	29	37	37	50	28	53	25	31	55	69
rna-XM_001120437.5	17	7	10	10	6	8	7	9	7	6	7	17
rna-XM_026444715.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120578.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565051.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120619.4	1692	867	959	1249	697	1785	937	1369	1086	1548	1394	2210
rna-NR_034298.1	32	5	14	19	6	48	12	33	56	40	30	84
rna-Mir87-1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_034299.1	4	2	2	5	2	4	1	7	7	5	7	6
rna-Mir87-2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444797.1	14	8	6	8	4	6	8	10	10	2	11	10
rna-XR_003305931.1	0	0	0	0	0	0	0	0	0	0	0	1
rna-XR_003305930.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565047.3	1	1	0	4	2	4	0	3	0	4	1	8
rna-XM_001120670.5	13	8	1	14	1	15	8	4	12	5	2	18
rna-XM_006565046.3	341	149	139	211	126	182	179	225	162	197	159	297
rna-XM_391986.7	1286	894	838	1326	708	2086	1112	1238	1152	1626	1613	2035
rna-XM_016915938.2	11	11	7	3	5	9	6	10	7	7	6	12
rna-XM_003250530.4	17	14	9	16	11	9	13	15	7	6	6	12
rna-XM_026444798.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444711.1	13	9	3	5	5	5	2	11	6	5	2	11
rna-XM_001120949.5	68	184	61	135	100	1917	109	137	121	314	655	217
rna-XM_006565041.3	22	11	20	22	9	15	10	21	21	19	25	36
rna-XM_006565042.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565043.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444764.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444766.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444765.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444521.1	8	8	5	9	3	7	8	15	5	12	7	15
rna-XM_026444524.1	23	19	9	24	4	63	34	18	29	37	60	66
rna-XM_026444523.1	95	50	55	117	63	137	77	259	77	188	264	368
rna-NM_001011581.1	11	1	4	3	2	4	10	8	8	3	3	19
rna-XR_410117.3	1	0	1	1	0	0	1	1	0	0	0	1
rna-XR_001705394.2	0	0	0	0	0	0	0	0	1	0	0	0
rna-XM_026444767.1	32	6	18	18	14	12	11	12	9	13	11	21
rna-XM_026444769.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444768.1	0	0	0	0	0	1	0	0	0	0	0	0
rna-XR_003306014.1	0	0	0	0	0	0	0	0	1	0	0	0
rna-XM_006565032.3	110	80	54	89	45	75	83	64	50	80	118	111
rna-XM_623641.6	2275	1231	1272	1420	552	1037	608	1181	419	1149	896	1582
rna-XM_001120039.3	9	7	3	1	10	1	2	10	2	4	6	4
rna-XM_026444570.1	8	5	6	3	3	1	0	6	2	0	1	3
rna-XM_395996.7	1	0	0	0	1	0	0	1	0	0	1	0
rna-XM_026444571.1	1	0	0	0	0	0	0	0	1	2	0	0
rna-XM_006565026.3	12	2	5	4	1	4	4	4	0	3	0	8
rna-XR_410114.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565029.3	0	0	0	0	0	1	0	0	0	1	0	0
rna-XM_006565030.3	3235	1235	1292	2000	1038	2484	1333	2885	1724	2617	2394	3710
rna-XM_026444822.1	1	3	1	3	1	3	2	4	1	3	6	5
rna-XM_026444821.1	2	0	0	0	0	2	0	0	0	1	0	0
rna-XM_026444820.1	3	2	1	2	3	3	2	5	0	2	6	7
rna-XM_026444823.1	13	6	6	3	0	5	7	3	3	3	7	4
rna-XM_026444824.1	0	0	0	1	0	0	0	0	0	0	0	0
rna-XM_026444826.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444818.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444819.1	0	0	0	1	0	0	0	0	0	0	0	2
rna-XM_026444825.1	42	15	22	53	12	37	17	43	17	44	20	40
rna-XR_410113.3	1	0	2	0	0	2	0	1	0	0	0	1
rna-NR_034303.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir190	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120306.5	0	0	0	0	0	0	0	0	0	1	0	0
rna-XM_006565024.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565023.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444656.1	2	1	2	1	2	3	1	4	5	2	1	1
rna-XM_016915902.2	19	8	10	12	10	12	1	10	8	8	8	20
rna-XM_026444657.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444661.1	409	148	220	334	158	215	197	371	304	340	501	454
rna-XM_026444799.1	123	57	87	91	58	50	75	133	55	87	180	98
rna-XR_003305994.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305993.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444814.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444813.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915837.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915836.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444815.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444812.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001365139.1	2354	967	1232	691	687	1423	883	1516	725	2708	1057	1003
rna-NM_001365140.1	284	48	45	141	19	151	35	202	53	346	57	187
rna-XM_026444817.1	5	0	0	0	0	1	1	1	3	1	0	0
rna-XM_006565013.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565014.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444816.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565012.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624230.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565011.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565010.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565006.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565008.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565009.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565007.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915949.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006565005.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001705442.2	0	0	0	0	0	0	0	0	0	1	0	0
rna-XM_006565003.3	488	408	286	568	231	509	384	488	424	534	547	671
rna-XM_006565004.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444861.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444862.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444860.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396386.6	2	0	3	0	2	0	1	0	0	3	0	1
rna-XM_393174.7	461	254	283	334	234	353	303	425	377	448	395	581
rna-XM_001120325.5	188	86	100	128	61	153	96	106	85	188	111	242
rna-XM_026444800.1	4009	2111	1831	2934	1529	2624	2227	3049	1570	3445	2483	4016
rna-XM_026444750.1	8	1	0	22	8	1	3	6	4	3	1	6
rna-XM_026444558.1	4	5	4	10	3	15	10	9	9	14	10	15
rna-NM_001040234.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_395671.6	5818	4174	3513	7357	3549	3027	3649	5297	2470	6434	3402	8729
rna-XM_006564999.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_397347.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444747.1	40	6	3	16	4	13	5	13	5	7	3	34
rna-XM_026444748.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444749.1	4330	1452	1792	2019	878	1402	1334	3081	1379	2377	1738	3951
rna-NM_001365200.1	189	373	103	223	161	730	399	1003	304	401	607	932
rna-NM_001365199.1	1329	1679	900	933	640	1085	1285	1262	709	1378	1037	1701
rna-XM_026444745.1	34	1	20	35	4	140	4	10	6	27	9	10
rna-XM_026444746.1	775	396	359	314	224	1724	480	367	162	609	533	452
rna-XM_016915831.2	1918	2069	1427	1731	1428	3966	1485	1662	1038	3844	2620	2605
rna-XM_006568040.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568039.2	4	2	3	4	0	11	4	3	0	5	2	10
rna-XM_003251121.4	227	179	150	287	155	403	177	262	177	305	369	293
rna-XM_016915937.2	3	4	2	3	8	16	5	4	3	4	21	4
rna-XM_016915879.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568042.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915878.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568043.3	1	2	1	1	1	4	16	4	7	1	3	6
rna-XM_006568044.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568046.3	18	9	5	13	6	10	10	10	7	11	9	15
rna-XM_393234.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568051.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568047.3	0	0	2	6	0	0	0	2	0	2	2	3
rna-XM_016915922.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001705435.2	21	9	5	15	13	7	19	14	8	11	12	21
rna-XM_001121248.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915860.2	67	39	37	53	77	98	100	99	69	85	190	97
rna-XR_003305940.1	9	3	3	4	8	9	3	4	5	12	0	9
rna-XR_411089.3	68	54	44	73	28	60	64	175	70	69	36	208
rna-XR_003305976.1	58	9	25	57	11	32	19	50	21	29	12	50
rna-XM_026444771.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444773.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568075.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444770.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568074.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444774.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568077.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568080.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568079.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568078.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-TRNAS-CGA-3	37	10	17	11	4	8	5	56	18	13	11	13
rna-XM_392711.7	11187	3471	4711	5634	2112	3580	3302	10742	4457	5071	3204	9094
rna-XM_026444775.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568073.3	1	3	0	0	3	1	3	1	2	0	2	9
rna-XM_016915859.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915858.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915856.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016915857.2	3	4	2	5	2	3	3	1	7	2	2	3
rna-XM_006568072.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_411084.3	5	4	3	3	0	2	4	0	5	3	5	5
rna-XM_006568067.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568070.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001121996.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568069.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006568071.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306036.1	16	2	8	18	7	3	4	3	3	12	6	11
rna-XR_412368.3	3	0	1	1	0	0	0	2	3	2	5	1
rna-XM_026445093.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445095.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445096.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445094.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444923.1	4	0	0	0	0	0	1	0	0	0	1	1
rna-XM_026444924.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444925.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444926.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444927.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306021.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306022.1	1	0	1	0	0	1	0	0	1	0	0	2
rna-XR_003306020.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306023.1	19	4	4	16	1	5	5	4	6	14	0	30
rna-XM_623592.5	1877	1117	926	1033	474	1379	869	1045	974	1215	1000	1680
rna-XR_003306038.1	2	0	0	1	0	1	0	0	3	1	0	2
rna-XR_412244.3	17	4	4	5	0	0	0	8	3	4	0	16
rna-XR_003306059.1	12	21	10	6	2	5	6	9	13	4	3	6
rna-XR_003306058.1	1	1	6	1	2	0	0	1	3	0	3	4
rna-XM_026445143.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445142.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_039449.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir3756	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006557572.3	3	1	1	1	0	2	3	0	0	3	6	3
rna-XM_006557574.3	42	21	19	22	14	27	16	23	17	35	26	42
rna-XR_407514.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392723.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306041.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445019.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445018.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_395245.6	718	361	372	537	290	651	413	493	558	486	480	917
rna-XM_392722.7	2762	1481	1403	2485	1136	2942	1574	2410	1527	2859	2044	3144
rna-XM_016916296.2	78	59	36	82	47	185	109	80	74	81	124	96
rna-XR_407512.3	5	0	3	0	3	0	1	1	0	3	1	5
rna-XM_395473.7	2	0	0	0	0	1	1	2	0	2	1	0
rna-XM_016916297.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444976.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444979.1	442	476	205	181	128	405	400	254	201	391	204	551
rna-XM_016916299.2	220	151	145	261	80	187	104	89	131	198	191	317
rna-XM_026444978.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444977.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_397129.7	269	119	146	214	157	247	191	297	230	284	320	342
rna-XM_006557535.3	26	0	6	7	0	1	1	2	6	2	3	6
rna-NM_001174141.1	0	0	0	0	0	0	0	0	0	0	0	0
