GeneInfo	GeneID	Gene_Desc	PL_N_1906	PL_N_1908	PL_N_1909	PL_P_1912	PL_P_1915	PL_P_1920	PL_SL_1926	PL_SL_1927	PL_SL_1930	PL_SM_1936	PL_SM_1939	PL_SM_1940
XM_014761123.1	LOC106793861	probable cytochrome P450 6a14	972	790	424	942	321	588	421	570	515	537	381	334
XM_014761124.1	LOC106793862	uncharacterized LOC106793862	359	1094	275	441	453	603	410	578	743	352	434	486
XM_014761125.1	LOC106793863	von Willebrand factor A domain-containing protein 9	271	548	212	318	352	397	259	385	429	222	278	308
XM_014761126.1	LOC106793864	uncharacterized LOC106793864	28	93	19	41	39	35	47	65	80	40	41	54
XM_014761127.1	LOC106793854	TGF-beta receptor type-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761128.1	LOC106793865	TM2 domain-containing protein almondex	189	450	158	173	209	275	226	275	361	161	173	257
XM_014761129.1	LOC106793866	pyroglutamyl-peptidase 1	222	301	158	239	127	170	163	185	239	175	147	181
XM_014761130.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761131.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761132.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761133.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	2	0	0	0	0	0	0	0	0
XM_014761134.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761135.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761136.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761137.1	LOC106793854	TGF-beta receptor type-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761138.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761139.1	LOC106793867	leucine-rich repeat-containing protein 24-like	1	0	0	0	0	0	1	0	0	1	0	0
XM_014761140.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761141.1	LOC106793867	leucine-rich repeat-containing protein 24-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761142.1	LOC106793868	uncharacterized LOC106793868	139	74	104	138	96	56	91	72	57	119	93	98
XM_014761143.1	LOC106793869	centaurin-gamma-1A	732	751	658	681	725	821	785	803	747	621	664	827
XM_014761144.1	LOC106793870	protein TBRG4	773	1398	603	945	809	1027	805	1076	1015	710	657	882
XM_014761145.1	LOC106793871	uncharacterized LOC106793871	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761146.1	LOC106793854	TGF-beta receptor type-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761147.1	LOC106793871	uncharacterized LOC106793871	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761148.1	LOC106793872	4-nitrophenylphosphatase-like	331	1968	87	451	588	901	454	731	1106	369	700	753
XM_014761149.1	LOC106793873	protein phosphatase inhibitor 2-like	666	1130	499	763	522	649	691	694	871	708	739	779
XM_014761150.1	LOC106793874	origin recognition complex subunit 2	262	729	130	341	344	455	315	455	582	206	359	497
XM_014761151.1	LOC106793875	zinc finger protein 880-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761152.1	LOC106793875	zinc finger protein 880-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761153.1	LOC106793876	paired box protein Pax-6-like	0	1	2	2	1	0	1	0	1	0	0	0
XM_014761154.1	LOC106793854	TGF-beta receptor type-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761155.1	LOC106793877	integrator complex subunit 12-like	2	0	1	0	1	3	2	0	1	2	2	3
XM_014761156.1	LOC106793878	polyhomeotic-proximal chromatin protein	349	433	292	464	354	260	278	176	281	404	324	332
XM_014761157.1	LOC106793879	solute carrier family 35 member F5	250	478	245	376	310	345	377	414	359	323	326	271
XM_014761158.1	LOC106793880	WD repeat-containing protein 63-like	1	0	0	0	2	0	0	0	0	0	0	2
XM_014761159.1	LOC106793883	protein MAK16 homolog	407	657	241	484	393	335	533	379	435	497	414	477
XM_014761160.1	LOC106793885	BTB/POZ domain-containing protein 7	234	190	202	245	175	200	194	270	152	226	298	254
XM_014761161.1	LOC106793886	mitogen-activated protein kinase kinase kinase 7-like	1189	2703	1011	1191	1408	1582	1388	1824	1868	1160	1555	1570
XM_014761162.1	LOC106793887	N-sulphoglucosamine sulphohydrolase	174	420	155	262	201	234	247	299	240	168	228	261
XM_014761163.1	LOC106793884	UDP-glucose 6-dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761164.1	LOC106793888	uncharacterized LOC106793888	1442	2095	1871	1191	1077	1348	918	1538	1316	1448	1606	1612
XM_014761165.1	LOC106793889	flavin reductase (NADPH)	2665	3494	2705	2630	1990	2729	2247	2428	3018	2445	2145	1920
XM_014761166.1	LOC106793890	N-acetyltransferase 6	229	344	141	187	223	202	247	301	220	161	210	230
XM_014761167.1	LOC106793891	uncharacterized LOC106793891	0	1	0	1	2	1	1	0	0	1	0	2
XM_014761168.1	LOC106793892	hemicentin-1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761169.1	LOC106793892	hemicentin-1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761170.1	LOC106793884	UDP-glucose 6-dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761171.1	LOC106793893	uncharacterized LOC106793893	5111	4145	4122	4936	3677	5410	4894	4384	5171	5303	3937	5859
XM_014761172.1	LOC106793894	methionine--tRNA ligase, cytoplasmic	880	2086	723	1101	1050	1308	1120	1205	1512	841	1111	1277
XM_014761173.1	LOC106793895	RAB6A-GEF complex partner protein 2	0	2	1	0	0	3	1	0	0	0	1	1
XM_014761174.1	LOC106793895	RAB6A-GEF complex partner protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761175.1	LOC106793896	vasopressin V1a receptor-like	96	45	31	60	56	15	22	21	19	16	25	6
XM_014761176.1	LOC106793897	DNA repair protein xrcc4-like	4	7	2	5	4	10	4	1	7	14	5	1
XM_014761177.1	LOC106793897	DNA repair protein xrcc4-like	10	9	7	7	5	4	9	1	3	2	4	6
XM_014761178.1	LOC106793898	uncharacterized LOC106793898	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761179.1	LOC106793898	uncharacterized LOC106793898	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761180.1	LOC106793900	uncharacterized LOC106793900	22	55	45	34	30	78	30	72	75	32	45	61
XM_014761181.1	LOC106793901	hyaluronan mediated motility receptor-like	0	1	0	0	0	0	0	0	0	0	0	0
XM_014761182.1	LOC106793901	hyaluronan mediated motility receptor-like	0	1	0	0	0	0	0	0	0	0	0	0
XM_014761183.1	LOC106793899	uncharacterized LOC106793899	10	15	6	16	11	8	18	7	6	5	10	8
XM_014761184.1	LOC106793902	ribosomal protein S6 kinase 2 beta	828	1375	629	863	898	1115	820	993	1173	724	869	894
XM_014761185.1	LOC106793903	uncharacterized LOC106793903	343	333	274	380	294	330	260	359	337	306	290	394
XM_014761186.1	LOC106793904	tumor suppressor candidate 3	1775	2695	1548	1739	1979	1595	1822	1992	1771	1438	1715	2184
XM_014761187.1	LOC106793906	guanylate kinase	8	2	5	11	6	7	6	3	5	9	1	8
XM_014761188.1	LOC106793906	guanylate kinase	7	11	3	12	16	13	11	4	6	4	6	9
XM_014761189.1	LOC106793906	guanylate kinase	4	0	0	3	0	2	0	0	0	3	0	2
XM_014761190.1	LOC106793907	protein scalloped	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761191.1	LOC106793899	uncharacterized LOC106793899	7	2	3	2	3	7	2	5	2	1	2	8
XM_014761192.1	LOC106793907	protein scalloped	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761193.1	LOC106793907	protein scalloped	4	3	1	1	4	0	4	1	1	2	3	5
XM_014761194.1	LOC106793907	protein scalloped	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761195.1	LOC106793907	protein scalloped	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761196.1	LOC106793908	circadian locomoter output cycles protein kaput	1525	1010	1228	1385	1141	1048	1266	1040	777	1064	1353	1548
XM_014761197.1	LOC106793909	protein henna	6	14	6	9	2	8	9	16	11	9	8	14
XM_014761198.1	LOC106793909	protein henna	0	0	1	0	0	0	4	0	1	0	0	1
XM_014761199.1	LOC106793910	post-GPI attachment to proteins factor 2-like	1	1	2	2	0	1	1	2	0	0	3	1
XM_014761200.1	LOC106793910	post-GPI attachment to proteins factor 2-like	2	2	7	4	2	2	1	2	0	3	4	0
XM_014761201.1	LOC106793912	mediator of RNA polymerase II transcription subunit 15-like	4	0	1	6	3	1	2	1	1	2	2	4
XM_014761202.1	LOC106793913	actin-binding protein IPP	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761203.1	LOC106793913	actin-binding protein IPP	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761204.1	LOC106793911	atlastin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761205.1	LOC106793914	Bardet-Biedl syndrome 4 protein homolog	94	184	83	176	106	76	240	117	106	178	106	185
XM_014761206.1	LOC106793915	sex peptide receptor-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761207.1	LOC106793915	sex peptide receptor-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761208.1	LOC106793916	mitochondrial basic amino acids transporter-like	1392	2494	1926	1647	869	1326	1101	2028	1097	427	1758	1787
XM_014761209.1	LOC106793918	kelch-like protein 10	28	15	17	22	11	23	27	15	10	16	14	46
XM_014761210.1	LOC106793919	cytochrome P450 307a1-like	1	25	5	5	2	7	6	15	4	0	16	29
XM_014761211.1	LOC106793920	facilitated trehalose transporter Tret1-2 homolog	806	637	601	1225	760	638	985	980	713	667	716	763
XM_014761212.1	LOC106793911	atlastin	26	9	28	14	9	3	21	24	10	23	19	33
XM_014761213.1	LOC106793921	homeobox even-skipped homolog protein 2-like	50	521	0	82	215	210	99	187	403	72	158	175
XM_014761214.1	LOC106793922	uncharacterized LOC106793922	89	115	60	93	60	107	82	67	92	60	72	84
XM_014761215.1	LOC106793923	uncharacterized LOC106793923	45	35	31	42	37	33	38	32	21	26	46	37
XM_014761216.1	LOC106793924	uncharacterized LOC106793924	224	103	161	258	740	164	326	78	135	204	225	391
XM_014761217.1	LOC106793925	proteasome assembly chaperone 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761218.1	LOC106793926	uncharacterized LOC106793926	228	582	431	190	99	321	262	358	425	109	320	337
XM_014761219.1	LOC106793911	atlastin	23	16	23	25	20	17	22	7	3	19	19	37
XM_014761220.1	LOC106793927	dolichyldiphosphatase 1-like	174	685	141	177	291	342	263	329	499	141	261	275
XM_014761221.1	LOC106793928	tonsoku-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761222.1	LOC106793928	tonsoku-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761223.1	LOC106793928	tonsoku-like protein	0	3	3	4	7	1	6	0	2	3	0	2
XM_014761224.1	LOC106793928	tonsoku-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761225.1	LOC106793928	tonsoku-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761226.1	LOC106793928	tonsoku-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761227.1	LOC106793928	tonsoku-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761228.1	LOC106793928	tonsoku-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761229.1	LOC106793928	tonsoku-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761230.1	LOC106793905	uncharacterized LOC106793905	199	340	182	97	119	144	258	139	153	116	220	179
XM_014761231.1	LOC106793928	tonsoku-like protein	179	351	111	181	221	202	249	241	209	135	221	267
XM_014761232.1	LOC106793930	cytochrome c oxidase subunit 6B2-like	388	828	264	413	404	414	453	468	434	352	516	495
XM_014761233.1	LOC106793930	cytochrome c oxidase subunit 6B2-like	1233	1523	1003	1168	888	1252	1362	1259	1309	1427	986	1266
XM_014761234.1	LOC106793931	U6 snRNA phosphodiesterase	272	312	226	268	254	235	237	251	298	220	218	238
XM_014761235.1	LOC106793929	peptidyl-prolyl cis-trans isomerase FKBP4-like	351	562	257	403	328	445	304	441	469	323	319	342
XM_014761236.1	LOC106793932	calcium and integrin-binding protein 1-like	65	94	37	58	64	77	73	81	77	49	50	79
XM_014761237.1	LOC106793933	uncharacterized LOC106793933	207	102	152	180	113	109	204	131	112	171	90	86
XM_014761238.1	LOC106793934	oligosaccharyltransferase complex subunit ostc-B	256	509	291	390	312	353	397	368	392	288	301	289
XM_014761239.1	LOC106793936	maestro heat-like repeat-containing protein family member 1	1479	2007	1124	1502	1313	1607	1512	1702	1611	1293	1461	1555
XM_014761240.1	LOC106793937	ubiquitin-associated domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761241.1	LOC106793937	ubiquitin-associated domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761242.1	LOC106793939	probable queuine tRNA-ribosyltransferase	298	853	247	345	357	550	392	496	613	255	373	437
XM_014761243.1	LOC106793940	uncharacterized LOC106793940	27	48	18	31	21	37	42	48	44	37	34	36
XM_014761244.1	LOC106793941	coiled-coil domain-containing protein 28A	0	0	0	0	0	0	0	0	0	0	1	0
XM_014761245.1	LOC106793941	coiled-coil domain-containing protein 28A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761246.1	LOC106793942	coiled-coil domain-containing protein 25	395	745	320	448	348	452	493	428	485	431	383	516
XM_014761247.1	LOC106793943	potassium voltage-gated channel subfamily H member 2	129	117	34	195	99	37	132	27	14	145	111	129
XM_014761248.1	LOC106793944	potassium voltage-gated channel subfamily H member 6-like	21	6	10	48	14	14	21	19	10	16	15	16
XM_014761249.1	LOC106793947	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	396	229	164	414	328	114	441	79	74	280	437	464
XM_014761250.1	LOC106793947	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	45	12	30	54	49	11	80	7	10	51	56	63
XM_014761251.1	LOC106793945	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761252.1	LOC106793948	zinc finger protein 93-like	332	1205	162	378	405	590	392	506	716	265	515	563
XM_014761253.1	LOC106793949	ubiquitin thioesterase otubain-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761254.1	LOC106793949	ubiquitin thioesterase otubain-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761255.1	LOC106793950	uncharacterized LOC106793950	174	202	47	199	72	74	219	54	62	154	202	263
XM_014761256.1	LOC106793951	uncharacterized LOC106793951	37	90	34	47	36	37	40	44	53	41	37	42
XM_014761257.1	LOC106793952	developmentally-regulated GTP-binding protein 2	657	1344	500	701	677	939	760	910	896	731	790	853
XM_014761258.1	LOC106793953	ras-related protein Rab-40B	572	1313	471	644	621	899	645	870	1001	529	638	701
XM_014761259.1	LOC106793945	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761260.1	LOC106793954	glucose-induced degradation protein 4 homolog	1003	1516	870	1095	1127	1074	944	1256	1174	723	958	954
XM_014761261.1	LOC106793955	uncharacterized LOC106793955	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761262.1	LOC106793955	uncharacterized LOC106793955	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761263.1	LOC106793955	uncharacterized LOC106793955	7	8	6	10	7	3	12	10	5	5	5	5
XM_014761264.1	LOC106793955	uncharacterized LOC106793955	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761265.1	LOC106793956	polypeptide N-acetylgalactosaminyltransferase 35A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761266.1	LOC106793956	polypeptide N-acetylgalactosaminyltransferase 35A	0	0	0	0	0	2	0	0	3	2	1	3
XM_014761267.1	LOC106793956	polypeptide N-acetylgalactosaminyltransferase 35A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761268.1	LOC106793956	polypeptide N-acetylgalactosaminyltransferase 35A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761269.1	LOC106793945	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761270.1	LOC106793957	GPI mannosyltransferase 3	198	290	198	240	229	281	214	249	280	199	198	231
XM_014761271.1	LOC106793958	venom acid phosphatase Acph-1-like	4810	7579	5289	4766	3513	5225	3819	5254	5014	5163	4341	4071
XM_014761272.1	LOC106793959	gamma-glutamylcyclotransferase-like	0	0	0	0	0	0	2	0	0	0	0	0
XM_014761273.1	LOC106793960	uncharacterized LOC106793960	164	435	106	183	211	238	192	240	283	139	192	250
XM_014761274.1	LOC106793961	low-density lipoprotein receptor-related protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761275.1	LOC106793961	low-density lipoprotein receptor-related protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761276.1	LOC106793961	low-density lipoprotein receptor-related protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761277.1	LOC106793945	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761278.1	LOC106793962	asparagine synthetase [glutamine-hydrolyzing]	1349	1952	1381	1654	1990	1749	1894	1963	1913	1152	1225	1544
XM_014761279.1	LOC106793963	ets DNA-binding protein pokkuri	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761280.1	LOC106793963	ets DNA-binding protein pokkuri	27	11	25	20	23	12	24	18	8	22	27	23
XM_014761281.1	LOC106793963	ets DNA-binding protein pokkuri	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761282.1	LOC106793963	ets DNA-binding protein pokkuri	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761283.1	LOC106793964	MICOS complex subunit MIC27	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761284.1	LOC106793964	MICOS complex subunit MIC27	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761285.1	LOC106793945	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761286.1	LOC106793966	gamma-tubulin complex component 6	698	1401	555	741	691	876	697	937	1095	599	850	962
XM_014761287.1	LOC106793967	ATPase family AAA domain-containing protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761288.1	LOC106793967	ATPase family AAA domain-containing protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761289.1	LOC106793967	ATPase family AAA domain-containing protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761290.1	LOC106793967	ATPase family AAA domain-containing protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761291.1	LOC106793968	isoleucine--tRNA ligase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761292.1	LOC106793968	isoleucine--tRNA ligase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761293.1	LOC106793968	isoleucine--tRNA ligase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761294.1	LOC106793945	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761295.1	LOC106793969	eukaryotic translation initiation factor 3 subunit L	1642	3685	1640	2125	2267	2807	2241	2944	3472	1790	2034	2200
XM_014761296.1	LOC106793970	uncharacterized LOC106793970	58	38	51	70	99	64	68	35	65	95	60	122
XM_014761297.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	33	47	20	39	7	43	33	34	41	21	36	36
XM_014761298.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761299.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761300.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	0	1	1	0	1	2	1	1	0	1	0	2
XM_014761301.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761302.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761303.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761304.1	LOC106793945	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761305.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761306.1	LOC106793971	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761307.1	LOC106793973	uncharacterized LOC106793973	1293	1719	1341	1193	882	1252	940	1669	1256	296	1279	1364
XM_014761308.1	LOC106793974	sentrin-specific protease 6-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761309.1	LOC106793974	sentrin-specific protease 6-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761310.1	LOC106793974	sentrin-specific protease 6-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761311.1	LOC106793974	sentrin-specific protease 6-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761312.1	LOC106793975	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like	20	18	19	26	12	23	20	21	12	33	27	17
XM_014761313.1	LOC106793945	intersectin-1	4	2	3	8	11	6	13	6	1	3	8	18
XM_014761314.1	LOC106793977	sprT-like domain-containing protein Spartan	22	107	18	32	34	60	40	52	55	18	58	53
XM_014761315.1	LOC106793977	sprT-like domain-containing protein Spartan	0	0	0	0	1	0	1	0	0	0	0	0
XM_014761316.1	LOC106793978	aquaporin-12A	0	2	1	0	1	0	4	2	0	10	2	4
XM_014761317.1	LOC106793978	aquaporin-12A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761318.1	LOC106793979	sodium- and chloride-dependent GABA transporter ine	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761319.1	LOC106793979	sodium- and chloride-dependent GABA transporter ine	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761320.1	LOC106793979	sodium- and chloride-dependent GABA transporter ine	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761321.1	LOC106793979	sodium- and chloride-dependent GABA transporter ine	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761322.1	LOC106793945	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761323.1	LOC106793979	sodium- and chloride-dependent GABA transporter ine	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761324.1	LOC106793979	sodium- and chloride-dependent GABA transporter ine	7	6	10	12	7	1	9	8	5	5	9	14
XM_014761325.1	LOC106793980	protein wings apart-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761326.1	LOC106793980	protein wings apart-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761327.1	LOC106793981	alanine aminotransferase 2	1466	1316	1450	1490	1008	1162	1735	1091	902	971	1597	1931
XM_014761328.1	LOC106793981	alanine aminotransferase 2	5	1	2	1	31	4	12	2	4	2	0	18
XM_014761329.1	LOC106793982	cysteine sulfinic acid decarboxylase	1106	501	619	638	6488	748	1642	1351	757	450	631	1452
XM_014761330.1	LOC106793983	brain protein I3	2280	2758	1861	2345	2579	2245	2698	3111	2517	1837	2054	2822
XM_014761331.1	LOC106793985	centromere/kinetochore protein zw10 homolog	217	302	111	222	179	214	183	226	228	182	176	235
XM_014761332.1	LOC106793986	RNA-binding protein Rsf1-like	432	845	375	611	509	805	585	726	781	520	681	809
XM_014761333.1	LOC106793987	cysteine and histidine-rich domain-containing protein	1144	2681	720	1109	1178	1539	1366	1513	1879	965	1188	1272
XM_014761334.1	LOC106793984	uncharacterized LOC106793984	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761335.1	LOC106793988	ADAM 17-like protease	1482	1876	977	1340	1074	1446	1372	1472	1552	1264	1435	1521
XM_014761336.1	LOC106793989	UPF0483 protein AGAP003155	361	735	321	405	351	456	428	511	538	383	460	375
XM_014761337.1	LOC106793990	transcription elongation factor B polypeptide 2	785	1456	829	772	788	962	839	1050	1097	632	754	821
XM_014761338.1	LOC106793991	cyclin-T	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761339.1	LOC106793991	cyclin-T	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761340.1	LOC106793991	cyclin-T	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761341.1	LOC106793991	cyclin-T	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761342.1	LOC106793992	pre-mRNA-processing factor 39	2943	3162	1706	2735	2430	2486	2560	2811	2164	2374	2812	3014
XM_014761343.1	LOC106793984	uncharacterized LOC106793984	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761344.1	LOC106793993	activating signal cointegrator 1 complex subunit 2	514	1428	361	603	736	803	650	831	1016	425	690	827
XM_014761345.1	LOC106793994	uncharacterized LOC106793994	634	716	468	664	613	601	588	732	568	613	569	564
XM_014761346.1	LOC106793995	DNA-directed RNA polymerases I, II, and III subunit RPABC2	765	1325	528	829	726	788	842	921	823	692	824	878
XM_014761347.1	LOC106793996	uncharacterized LOC106793996	68	55	66	26	46	66	40	54	37	41	28	40
XM_014761348.1	LOC106793997	DNA primase large subunit-like	94	286	46	121	97	150	121	151	181	78	126	111
XM_014761349.1	LOC106793998	L-threonine 3-dehydrogenase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761350.1	LOC106793998	L-threonine 3-dehydrogenase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761351.1	LOC106793984	uncharacterized LOC106793984	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761352.1	LOC106793998	L-threonine 3-dehydrogenase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761353.1	LOC106793999	26S proteasome non-ATPase regulatory subunit 7	2677	3968	2757	2559	2025	2625	2642	2548	3159	2183	2512	2979
XM_014761354.1	LOC106794000	spastin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761355.1	LOC106794000	spastin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761356.1	LOC106793976	uncharacterized LOC106793976	351	924	214	431	395	526	381	536	680	329	433	458
XM_014761357.1	LOC106794000	spastin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761358.1	LOC106794000	spastin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761359.1	LOC106794001	endophilin-B2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761360.1	LOC106794001	endophilin-B2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761361.1	LOC106794001	endophilin-B2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761362.1	LOC106794001	endophilin-B2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761363.1	LOC106794001	endophilin-B2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761364.1	LOC106794001	endophilin-B2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761365.1	LOC106794002	ankyrin-1-like	0	0	0	2	0	0	0	0	1	0	0	2
XM_014761366.1	LOC106794003	40S ribosomal protein S18	4498	8630	4336	6236	4999	6251	6477	5538	6446	5309	4464	4565
XM_014761367.1	LOC106794004	uncharacterized LOC106794004	3	1	0	6	1	2	2	11	2	5	4	4
XM_014761368.1	LOC106794004	uncharacterized LOC106794004	0	0	0	0	0	0	0	0	0	0	0	0
