GeneInfo	GeneID	Gene_Desc	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_020866997.1	LOC100648803	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866998.1	LOC100648803	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020866999.1	LOC100648803	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867000.1	LOC100648803	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867001.1	LOC100648803	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867002.1	LOC100648803	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867003.1	LOC100648803	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867004.1	LOC100649552	synaptic vesicular amine transporter	10	14	10	7	7	7	21	9	7	9	4	4
XM_020867005.1	LOC100648780	uncharacterized LOC100648780	59	40	19	17	37	26	17	23	22	13	11	26
XM_020867006.1	LOC100649552	synaptic vesicular amine transporter	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867007.1	LOC100643744	glutamate receptor U1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867008.1	LOC100643744	glutamate receptor U1	5	3	12	3	4	5	7	4	4	0	1	3
XM_020867009.1	LOC100643744	glutamate receptor U1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867010.1	LOC100643744	glutamate receptor U1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867011.1	LOC100643744	glutamate receptor U1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867012.1	LOC100643744	glutamate receptor U1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867013.1	LOC100643744	glutamate receptor U1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867014.1	LOC100643744	glutamate receptor U1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867015.1	LOC100643744	glutamate receptor U1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867016.1	LOC100643862	uncharacterized LOC100643862	1	1	1	1	0	2	2	0	0	0	0	1
XM_020867017.1	LOC100650096	PRELI domain-containing protein 1, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867018.1	LOC100650096	PRELI domain-containing protein 1, mitochondrial	2	2	0	2	2	2	2	2	0	0	1	1
XM_020867019.1	LOC100650096	PRELI domain-containing protein 1, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867020.1	LOC100646271	ultraviolet-B receptor UVR8	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867021.1	LOC100646271	ultraviolet-B receptor UVR8	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867022.1	LOC100645893	uncharacterized LOC100645893	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867023.1	LOC100645893	uncharacterized LOC100645893	0	0	0	0	0	0	0	0	0	0	3	1
XM_020867024.1	LOC100650097	adhesion G protein-coupled receptor A3	678	521	495	517	585	532	890	626	586	503	270	431
XM_020867025.1	LOC100648916	N-acetyl-D-glucosamine kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867026.1	LOC100648916	N-acetyl-D-glucosamine kinase	0	0	1	0	0	0	0	1	0	0	0	0
XM_020867027.1	LOC110119946	uncharacterized LOC110119946	0	0	0	0	2	1	0	0	0	0	0	0
XM_020867028.1	LOC100652018	cytochrome c oxidase assembly protein COX15 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867029.1	LOC100651898	ubiquitin domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867030.1	LOC100651898	ubiquitin domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867031.1	LOC100651021	protein TANC2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867032.1	LOC100651021	protein TANC2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867033.1	LOC100651021	protein TANC2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867034.1	LOC100651021	protein TANC2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867035.1	LOC100643745	E3 ubiquitin-protein ligase RFWD2	1044	752	930	959	803	829	1551	929	680	673	502	659
XM_020867036.1	LOC100644105	uncharacterized LOC100644105	25	24	14	12	14	14	16	9	15	14	5	14
XM_020867037.1	LOC100644105	uncharacterized LOC100644105	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867038.1	LOC100644105	uncharacterized LOC100644105	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867039.1	LOC100644228	hexokinase type 2	2	2	3	4	1	7	0	2	6	0	3	3
XM_020867040.1	LOC100643595	MICOS complex subunit Mic60	18	15	12	13	4	15	10	7	6	12	5	7
XM_020867041.1	LOC100643595	MICOS complex subunit Mic60	0	0	0	1	5	0	0	0	1	2	0	1
XM_020867042.1	LOC105666541	uncharacterized LOC105666541	38	40	44	49	27	32	32	32	30	45	28	30
XM_020867043.1	LOC105665619	GDNF-inducible zinc finger protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867044.1	LOC100649202	neuropeptides capa receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867045.1	LOC100645503	protein phosphatase 1 regulatory subunit 3C-B	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867046.1	LOC100645503	protein phosphatase 1 regulatory subunit 3C-B	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867047.1	LOC100645503	protein phosphatase 1 regulatory subunit 3C-B	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867048.1	LOC100645503	protein phosphatase 1 regulatory subunit 3C-B	0	0	0	0	0	0	0	0	0	1	0	0
XM_020867049.1	LOC100649202	neuropeptides capa receptor	0	0	2	0	0	0	0	0	1	0	0	0
XM_020867050.1	LOC100643218	acid sphingomyelinase-like phosphodiesterase 3a	7	6	7	5	3	7	9	4	4	10	3	7
XM_020867051.1	LOC100649202	neuropeptides capa receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867052.1	LOC100645775	glutathione S-transferase 1-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867053.1	LOC100642902	probable GPI-anchored adhesin-like protein PGA55	93	76	130	130	106	69	179	96	217	142	64	64
XM_020867054.1	LOC100642902	probable GPI-anchored adhesin-like protein PGA55	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867055.1	LOC100642902	probable GPI-anchored adhesin-like protein PGA55	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867056.1	LOC100642902	probable GPI-anchored adhesin-like protein PGA55	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867057.1	LOC100642902	probable GPI-anchored adhesin-like protein PGA55	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867058.1	LOC100647518	26S proteasome non-ATPase regulatory subunit 4	15	24	43	28	18	26	24	34	31	21	23	30
XM_020867059.1	LOC100647518	26S proteasome non-ATPase regulatory subunit 4	13	8	16	15	8	7	25	4	10	12	10	9
XM_020867060.1	LOC110119153	HIG1 domain family member 2A, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867061.1	LOC110119153	HIG1 domain family member 2A, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867062.1	LOC110119153	HIG1 domain family member 2A, mitochondrial	5	2	0	0	0	1	3	0	2	0	1	0
XM_020867063.1	LOC110119153	HIG1 domain family member 2A, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867064.1	LOC100648802	MORN repeat-containing protein 5	30	55	37	44	44	26	54	42	69	53	33	29
XM_020867065.1	LOC100649119	phospholipase A2 inhibitor	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867066.1	LOC100649202	neuropeptides capa receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867067.1	LOC105666583	MAP kinase-activating death domain protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867068.1	LOC105666583	MAP kinase-activating death domain protein	7	2	3	3	1	1	0	6	2	5	3	1
XM_020867069.1	LOC100649517	leucine-rich repeat and guanylate kinase domain-containing protein	7	0	4	3	0	0	5	1	1	8	1	1
XM_020867070.1	LOC100649517	leucine-rich repeat and guanylate kinase domain-containing protein	87	88	89	71	53	51	102	69	66	75	45	52
XM_020867071.1	LOC100645609	large neutral amino acids transporter small subunit 1	0	2	0	0	0	0	0	1	0	0	0	0
XM_020867072.1	LOC100649309	disintegrin and metalloproteinase domain-containing protein 10	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867073.1	LOC100645027	spermine oxidase-like	766	1131	672	845	628	836	785	771	734	522	727	768
XM_020867074.1	LOC100643864	uncharacterized LOC100643864	4	2	2	1	2	6	1	5	2	3	1	4
XM_020867075.1	LOC110119949	uncharacterized LOC110119949	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867076.1	LOC110119949	uncharacterized LOC110119949	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867077.1	LOC110119949	uncharacterized LOC110119949	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867078.1	LOC100651019	cadherin-99C	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867079.1	LOC100651019	cadherin-99C	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867080.1	LOC100642277	DNA-binding protein D-ETS-4	1	0	0	0	0	0	0	0	0	0	0	0
XM_020867081.1	LOC105666514	tetraspanin-11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867082.1	LOC105666514	tetraspanin-11	56	38	38	40	33	41	32	24	45	55	24	21
XM_020867083.1	LOC100651618	dynactin subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867084.1	LOC100651618	dynactin subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867085.1	LOC100651618	dynactin subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867086.1	LOC100651618	dynactin subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867087.1	LOC100651618	dynactin subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867088.1	LOC100652212	methionine--tRNA ligase, mitochondrial	1	6	7	7	1	3	5	3	3	2	4	6
XM_020867089.1	LOC100645423	uncharacterized LOC100645423	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867090.1	LOC100645423	uncharacterized LOC100645423	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867091.1	LOC100645423	uncharacterized LOC100645423	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867092.1	LOC100650664	glucose dehydrogenase [FAD, quinone]	722	557	517	413	434	449	642	389	431	475	308	372
XM_020867093.1	LOC100642586	dopamine receptor 1	0	0	0	0	1	0	2	1	0	4	0	1
XM_020867094.1	LOC100648084	sprouty-related, EVH1 domain-containing protein 1	127	127	139	133	92	106	119	109	106	116	114	95
XM_020867095.1	LOC100648084	sprouty-related, EVH1 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867096.1	LOC100644345	semaphorin-5A	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867097.1	LOC100646242	leucine-rich repeat-containing protein 15	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867098.1	LOC100646242	leucine-rich repeat-containing protein 15	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867099.1	LOC110119952	uncharacterized LOC110119952	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867100.1	LOC110119952	uncharacterized LOC110119952	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867101.1	LOC100643986	uncharacterized LOC100643986	0	0	1	0	1	0	0	0	0	0	2	0
XM_020867102.1	LOC100647000	dedicator of cytokinesis protein 1	4970	3846	3304	2644	3072	3342	4495	3264	2544	2871	2408	2671
XM_020867103.1	LOC100647239	uncharacterized LOC100647239	1176	1578	1442	1298	1064	1080	2876	1409	1585	1240	1108	1147
XM_020867104.1	LOC100647357	uncharacterized LOC100647357	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867105.1	LOC100646756	uncharacterized LOC100646756	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867106.1	LOC100642942	trypsin-3	16	33	38	27	31	24	33	23	27	31	19	30
XM_020867107.1	LOC100643425	anaphase-promoting complex subunit CDC26	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867108.1	LOC100642505	alpha-protein kinase 1	1	2	1	2	1	2	3	2	1	0	2	1
XM_020867109.1	LOC100642505	alpha-protein kinase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867110.1	LOC100645578	STAM-binding protein	621	667	625	630	529	548	735	562	459	431	364	476
XM_020867111.1	LOC100650461	uncharacterized protein KIAA2026	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867112.1	LOC100650461	uncharacterized protein KIAA2026	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867113.1	LOC100650580	pickpocket protein 28	3	1	2	0	4	1	1	1	2	5	0	0
XM_020867114.1	LOC100650703	uncharacterized LOC100650703	215	208	154	156	120	138	96	118	150	170	108	119
XM_020867115.1	LOC100650703	uncharacterized LOC100650703	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867116.1	LOC100650703	uncharacterized LOC100650703	1	0	1	0	2	1	0	0	0	0	0	0
XM_020867117.1	LOC100650703	uncharacterized LOC100650703	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867118.1	LOC100650703	uncharacterized LOC100650703	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867119.1	LOC100648229	exportin-7	7	2	5	1	4	7	6	1	4	0	5	6
XM_020867120.1	LOC100648462	catenin alpha	2345	2594	2572	2491	2343	2528	3909	2373	1661	1759	1783	1899
XM_020867121.1	LOC100644824	max dimerization protein 1	0	0	0	0	0	0	0	0	0	2	0	0
XM_020867122.1	LOC100646391	vacuolar protein sorting-associated protein 13B	592	506	418	428	406	479	579	451	401	617	495	350
XM_020867123.1	LOC100645778	rho-related BTB domain-containing protein 1	198	212	106	155	149	162	165	115	162	127	213	159
XM_020867124.1	LOC100646041	alpha-tocopherol transfer protein-like	0	0	0	0	0	0	0	0	0	1	0	0
XM_020867125.1	LOC100645221	ABC transporter G family member 20	16	9	16	9	7	13	10	8	3	18	16	14
XM_020867126.1	LOC100645221	ABC transporter G family member 20	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867127.1	LOC100645221	ABC transporter G family member 20	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867128.1	LOC105666598	uncharacterized LOC105666598	5	6	10	10	8	9	12	8	3	10	3	3
XM_020867129.1	LOC100645656	mushroom body large-type Kenyon cell-specific protein 1	0	3	1	4	2	0	1	2	2	2	2	0
XM_020867130.1	LOC100645656	mushroom body large-type Kenyon cell-specific protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867131.1	LOC100643344	DNA mismatch repair protein Mlh1	283	306	219	210	197	203	287	232	186	255	162	184
XM_020867132.1	LOC100644229	heat shock 70 kDa protein cognate 4	690	692	661	457	407	367	459	456	455	393	242	365
XM_020867133.1	LOC100648046	MAP7 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867134.1	LOC100648046	MAP7 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867135.1	LOC100651176	double-stranded RNA-specific editase Adar	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867136.1	LOC100651176	double-stranded RNA-specific editase Adar	12	1	7	5	4	4	7	5	1	9	7	4
XM_020867137.1	LOC100651176	double-stranded RNA-specific editase Adar	638	497	621	412	313	352	609	341	369	709	233	335
XM_020867138.1	LOC100651176	double-stranded RNA-specific editase Adar	0	0	0	0	0	1	0	0	0	0	0	0
XM_020867139.1	LOC100650938	general odorant-binding protein 83a	1	0	3	0	0	0	1	0	1	0	0	1
XM_020867140.1	LOC105666602	E3 ubiquitin-protein ligase MARCH3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867141.1	LOC100650665	uncharacterized LOC100650665	0	2	2	1	1	1	1	1	3	0	0	0
XM_020867142.1	LOC100650665	uncharacterized LOC100650665	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867143.1	LOC105666590	synaptic vesicle glycoprotein 2B	10	14	17	11	10	13	18	12	15	16	7	11
XM_020867144.1	LOC100648046	MAP7 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867145.1	LOC110119955	uncharacterized LOC110119955	1	0	0	0	2	1	0	0	0	0	0	0
XM_020867146.1	LOC100651733	tubby-related protein 4	254	139	177	120	97	127	519	101	112	107	74	74
XM_020867147.1	LOC100651733	tubby-related protein 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867148.1	LOC100648046	MAP7 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867149.1	LOC100648046	MAP7 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867150.1	LOC100651584	ras-related protein Rab-18	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867151.1	LOC100651584	ras-related protein Rab-18	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867152.1	LOC100651584	ras-related protein Rab-18	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867153.1	LOC100651584	ras-related protein Rab-18	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867154.1	LOC100651024	glycerol-3-phosphate dehydrogenase, mitochondrial	6	3	1	5	3	6	10	2	5	1	8	4
XM_020867155.1	LOC100651024	glycerol-3-phosphate dehydrogenase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867156.1	LOC100645695	60S ribosomal protein L31	6	9	2	4	3	4	8	4	5	10	11	15
XM_020867157.1	LOC100651346	pancreatic lipase-related protein 2	0	2	0	0	1	0	3	0	0	0	0	3
XM_020867158.1	LOC100651346	pancreatic lipase-related protein 2	0	0	1	0	0	0	1	1	0	0	0	1
XM_020867159.1	LOC100651346	pancreatic lipase-related protein 2	0	0	0	0	0	0	0	0	0	2	0	1
XM_020867160.1	LOC100651224	uncharacterized LOC100651224	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867161.1	LOC100644476	transforming growth factor-beta-induced protein ig-h3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867162.1	LOC100648301	uncharacterized LOC100648301	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867163.1	LOC100648301	uncharacterized LOC100648301	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867164.1	LOC100648301	uncharacterized LOC100648301	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867165.1	LOC100646203	succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	3	0	2	2	0	2	0	0	0	0	0	3
XM_020867166.1	LOC100646757	ecdysone receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867167.1	LOC100650667	ATP-binding cassette sub-family F member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867168.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867169.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867170.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867171.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867172.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867173.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867174.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867175.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	3	0	2	0	4	0	2	0	1	1	0
XM_020867176.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867177.1	LOC100644271	disintegrin and metalloproteinase domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867178.1	LOC100644381	basic-leucine zipper transcription factor A	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867179.1	LOC100644381	basic-leucine zipper transcription factor A	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867180.1	LOC100644381	basic-leucine zipper transcription factor A	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867181.1	LOC110119976	GPI mannosyltransferase 1	409	464	451	383	335	388	432	312	362	338	315	370
XM_020867182.1	LOC100642305	guanine nucleotide-binding protein G(o) subunit alpha	1	0	3	2	2	1	2	2	0	0	0	1
XM_020867183.1	LOC100642305	guanine nucleotide-binding protein G(o) subunit alpha	6	1	4	0	4	1	8	1	0	4	1	3
XM_020867184.1	LOC100642305	guanine nucleotide-binding protein G(o) subunit alpha	4	5	1	3	0	0	0	4	1	4	6	2
XM_020867185.1	LOC100642305	guanine nucleotide-binding protein G(o) subunit alpha	3	2	5	3	5	6	3	1	2	2	1	1
XM_020867186.1	LOC100642780	protein phosphatase PTC7 homolog	3	11	6	3	8	7	6	7	5	5	5	5
XM_020867187.1	LOC110119977	uncharacterized LOC110119977	10	15	5	12	9	14	8	6	8	8	4	5
XM_020867188.1	LOC100652260	ran-binding protein 9	19	31	48	24	8	24	17	31	11	17	20	32
XM_020867189.1	LOC110119978	uncharacterized LOC110119978	0	0	0	0	0	0	1	1	1	1	0	0
XM_020867190.1	LOC100646275	uncharacterized protein C9orf117 homolog	2	4	0	0	1	0	1	1	4	0	1	3
XM_020867191.1	LOC100646275	uncharacterized protein C9orf117 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867192.1	LOC110119979	uncharacterized LOC110119979	2	0	0	0	0	0	3	0	0	0	0	1
XM_020867193.1	LOC100644079	phosphorylated CTD-interacting factor 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867194.1	LOC100644193	polycomb protein Scm	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867195.1	LOC100648300	probable G-protein coupled receptor 158	68	48	60	60	43	56	126	75	53	60	29	61
XM_020867196.1	LOC105666606	uncharacterized LOC105666606	3	2	9	5	9	4	15	2	3	10	8	6
XM_020867197.1	LOC100649396	autophagy-related protein 9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867198.1	LOC110119981	cx9C motif-containing protein 4	0	0	0	1	1	0	0	0	0	0	0	0
XM_020867199.1	LOC100643426	FK506-binding protein 5	3	7	13	1	4	6	5	3	8	8	10	7
XM_020867200.1	LOC100643426	FK506-binding protein 5	0	0	0	0	0	0	1	0	0	0	0	0
XM_020867201.1	LOC100648417	uncharacterized LOC100648417	1	5	1	3	2	2	15	2	1	0	0	1
XM_020867202.1	LOC110119981	cx9C motif-containing protein 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867203.1	LOC100650983	CUE domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867204.1	LOC100646638	sodium-independent sulfate anion transporter	249	343	209	310	249	315	409	194	222	202	222	254
XM_020867205.1	LOC100646520	trissin receptor	70	134	98	53	45	73	58	48	42	44	36	71
XM_020867206.1	LOC110119983	uncharacterized LOC110119983	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867207.1	LOC110119983	uncharacterized LOC110119983	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867208.1	LOC100650907	transcription factor Sp4	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867209.1	LOC100645267	forkhead box protein A2-A	5	7	4	2	2	5	1	2	0	1	1	4
XM_020867210.1	LOC100651595	uncharacterized LOC100651595	74	60	51	112	42	43	95	57	67	46	24	38
XM_020867211.1	LOC100643304	uncharacterized LOC100643304	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867212.1	LOC100643304	uncharacterized LOC100643304	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867213.1	LOC100643304	uncharacterized LOC100643304	0	0	0	0	2	0	0	2	0	0	0	0
XM_020867214.1	LOC100643304	uncharacterized LOC100643304	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867215.1	LOC100643304	uncharacterized LOC100643304	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867216.1	LOC100648658	uncharacterized LOC100648658	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867217.1	LOC100651595	uncharacterized LOC100651595	21	9	8	26	12	12	22	14	19	10	5	11
XM_020867218.1	LOC100651595	uncharacterized LOC100651595	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867219.1	LOC100649715	mucin-5AC	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867220.1	LOC100649861	UPF0160 protein MYG1, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867221.1	LOC100643545	cuticle protein 18.7	14	11	13	5	7	3	6	2	18	13	9	4
XM_020867222.1	LOC100643547	protein hairy	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867223.1	LOC100643547	protein hairy	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867224.1	LOC100647530	transient receptor potential-gamma protein	1	2	0	2	4	0	1	1	1	1	1	0
XM_020867225.1	LOC100646968	neprilysin-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867226.1	LOC100647530	transient receptor potential-gamma protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867227.1	LOC105666637	calcium-independent protein kinase C	43	28	23	30	33	23	10	15	15	29	17	21
XM_020867228.1	LOC100647530	transient receptor potential-gamma protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867229.1	LOC100647122	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867230.1	LOC100647122	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867231.1	LOC100647001	pancreatic triacylglycerol lipase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867232.1	LOC100646806	hepatocyte nuclear factor 4-gamma	9	5	9	5	11	2	17	6	14	12	3	5
XM_020867233.1	LOC100645352	uncharacterized LOC100645352	46	41	25	9	47	51	27	58	24	41	16	52
XM_020867234.1	LOC105666639	cilia- and flagella-associated protein 47	20	10	2	6	13	15	17	14	10	16	4	13
XM_020867235.1	LOC100649395	elongation of very long chain fatty acids protein 6	24	26	22	19	17	17	18	16	14	21	20	19
XM_020867236.1	LOC100649237	uncharacterized protein F13E9.13, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867237.1	LOC100649989	probable tyrosyl-DNA phosphodiesterase	5273	4608	6108	4693	4839	4803	5847	5113	3675	3578	3084	3723
XM_020867238.1	LOC100645965	chromatin modification-related protein MEAF6	1049	1292	1043	857	757	890	845	980	901	620	621	780
XM_020867239.1	LOC110119994	uncharacterized LOC110119994	77	35	51	45	35	16	58	41	77	65	40	38
XM_020867240.1	LOC100649397	ubiquitin carboxyl-terminal hydrolase 20	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867241.1	LOC110119995	uncharacterized LOC110119995	66	136	115	112	54	115	68	62	57	79	64	122
XM_020867242.1	LOC100647836	uncharacterized protein KIAA0930 homolog	238	85	161	113	135	98	180	179	152	137	96	91
