GeneInfo	GeneID	Gene_Desc	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
XR_003304922.1	LOC102653863	uncharacterized LOC102653863	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304923.1	LOC113218869	uncharacterized LOC113218869	10	3	2	2	4	7	3	1	3	7	1	5
XR_003304924.1	LOC107964592	uncharacterized LOC107964592	21	22	9	19	4	15	16	9	12	27	5	19
XR_003304925.1	LOC102653731	uncharacterized LOC102653731	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304926.1	LOC102653731	uncharacterized LOC102653731	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304927.1	LOC113218870	uncharacterized LOC113218870	6	2	2	1	0	9	5	3	4	3	2	6
XR_003304928.1	LOC113218871	uncharacterized LOC113218871	5	24	9	6	3	9	13	16	20	8	7	9
XR_003304929.1	LOC102653657	uncharacterized LOC102653657	1	3	3	2	1	6	5	5	7	8	6	2
XR_003304930.1	LOC113218872	uncharacterized LOC113218872	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304931.1	LOC113218872	uncharacterized LOC113218872	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304932.1	LOC113218872	uncharacterized LOC113218872	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304933.1	LOC102655033	uncharacterized LOC102655033	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304934.1	LOC100577141	uncharacterized LOC100577141	12	22	9	24	7	4	12	13	13	19	7	32
XR_003304935.1	LOC102656621	uncharacterized LOC102656621	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304936.1	LOC102656621	uncharacterized LOC102656621	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304937.1	LOC102656621	uncharacterized LOC102656621	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304938.1	LOC102656621	uncharacterized LOC102656621	1	0	1	0	0	0	0	2	0	0	1	0
XR_003304939.1	LOC102656621	uncharacterized LOC102656621	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304940.1	LOC107964594	uncharacterized LOC107964594	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304941.1	LOC107964594	uncharacterized LOC107964594	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304942.1	LOC107964594	uncharacterized LOC107964594	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304943.1	LOC107964594	uncharacterized LOC107964594	23	6	15	7	12	16	7	10	7	19	12	30
XR_003304944.1	LOC102655611	uncharacterized LOC102655611	0	3	3	5	0	1	2	1	0	0	1	9
XR_003304945.1	LOC113218875	uncharacterized LOC113218875	352	66	130	304	97	121	70	126	164	258	130	389
XR_003304946.1	LOC102653821	uncharacterized LOC102653821	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304947.1	LOC102653821	uncharacterized LOC102653821	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304948.1	LOC409425	hemocyte protein-glutamine gamma-glutamyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304949.1	LOC409425	hemocyte protein-glutamine gamma-glutamyltransferase	11	0	8	3	2	7	8	1	1	8	0	2
XR_003304950.1	LOC107964673	uncharacterized LOC107964673	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304951.1	LOC107964673	uncharacterized LOC107964673	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304952.1	LOC107964673	uncharacterized LOC107964673	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304953.1	LOC102653733	uncharacterized LOC102653733	3	4	7	8	9	6	3	3	4	3	3	9
XR_003304954.1	LOC113218877	uncharacterized LOC113218877	5	6	4	3	4	6	3	1	9	2	5	9
XR_003304955.1	LOC102655018	uncharacterized LOC102655018	31	9	26	30	17	27	15	46	17	19	33	33
XR_003304956.1	LOC113218878	uncharacterized LOC113218878	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304957.1	LOC113218878	uncharacterized LOC113218878	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304958.1	LOC113218880	uncharacterized LOC113218880	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304959.1	LOC113218880	uncharacterized LOC113218880	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304960.1	LOC113218880	uncharacterized LOC113218880	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304961.1	LOC102654924	uncharacterized LOC102654924	11	4	5	9	7	1	6	5	2	16	4	12
XR_003304962.1	LOC113218881	uncharacterized LOC113218881	35	39	23	63	23	5	54	32	21	16	27	40
XR_003304963.1	LOC102655043	uncharacterized LOC102655043	0	0	0	0	0	0	0	3	1	0	0	0
XR_003304964.1	LOC102655043	uncharacterized LOC102655043	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304965.1	LOC113218882	uncharacterized LOC113218882	4	0	1	6	2	1	1	3	2	3	5	0
XR_003304966.1	LOC100577692	transcription factor btd	1	0	0	1	0	0	0	0	0	0	0	0
XR_003304967.1	LOC102655506	uncharacterized LOC102655506	0	1	0	1	0	2	0	0	0	0	0	1
XR_003304968.1	LOC102655506	uncharacterized LOC102655506	36	6	20	12	1	23	0	3	4	8	5	17
XR_003304969.1	LOC102654551	uncharacterized LOC102654551	33	6	6	19	5	17	13	13	12	24	15	36
XR_003304970.1	LOC113218883	uncharacterized LOC113218883	4	6	10	15	3	14	19	16	8	13	16	22
XR_003304971.1	LOC409305	elongation factor-like GTPase 1	6	0	0	6	0	2	0	0	0	2	0	4
XR_003304972.1	LOC113218884	uncharacterized LOC113218884	18	2	1	7	3	5	4	7	7	5	5	8
XR_003304973.1	LOC113218885	uncharacterized LOC113218885	24	9	17	16	7	15	27	17	8	22	17	29
XR_003304974.1	LOC113218886	uncharacterized LOC113218886	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304975.1	LOC113218886	uncharacterized LOC113218886	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304976.1	LOC102653944	uncharacterized LOC102653944	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304977.1	LOC102653944	uncharacterized LOC102653944	0	0	0	3	1	0	0	3	0	0	0	4
XR_003304978.1	LOC102654639	uncharacterized LOC102654639	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304979.1	LOC102654639	uncharacterized LOC102654639	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304980.1	LOC102654639	uncharacterized LOC102654639	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304981.1	LOC102654639	uncharacterized LOC102654639	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304982.1	LOC113218887	uncharacterized LOC113218887	3	7	8	14	11	14	6	14	8	22	18	11
XR_003304983.1	LOC113218888	uncharacterized LOC113218888	13	4	2	9	0	13	5	8	6	8	10	14
XR_003304984.1	LOC102656539	uncharacterized LOC102656539	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304985.1	LOC102656539	uncharacterized LOC102656539	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304986.1	LOC102656539	uncharacterized LOC102656539	2	2	0	0	0	0	1	5	4	1	0	2
XR_003304987.1	LOC102656539	uncharacterized LOC102656539	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304988.1	LOC102656539	uncharacterized LOC102656539	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304989.1	LOC113218889	uncharacterized LOC113218889	0	1	0	2	0	0	0	0	0	0	0	1
XR_003304990.1	LOC113218890	uncharacterized LOC113218890	1	0	0	2	0	3	2	2	2	3	7	4
XR_003304991.1	LOC107964008	uncharacterized LOC107964008	7	2	4	6	2	12	1	4	5	4	1	7
XR_003304992.1	LOC725516	protein SERAC1	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304993.1	LOC113218891	uncharacterized LOC113218891	11	10	2	8	6	2	2	1	2	4	3	3
XR_003304994.1	LOC113218891	uncharacterized LOC113218891	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304995.1	LOC724612	thyrotropin-releasing hormone-degrading ectoenzyme	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304996.1	LOC107964757	uncharacterized LOC107964757	78	21	20	35	11	20	17	37	18	35	22	66
XR_003304997.1	LOC107964766	uncharacterized LOC107964766	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304998.1	LOC107966049	uncharacterized LOC107966049	0	0	0	0	0	0	0	0	0	0	0	0
XR_003304999.1	LOC100577781	uncharacterized LOC100577781	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305000.1	LOC102656013	uncharacterized LOC102656013	8	2	5	2	5	7	5	9	9	5	7	12
XR_003305001.1	LOC100577744	uncharacterized LOC100577744	0	33	1	1	11	64	1	45	16	92	1	66
XR_003305002.1	LOC113218893	uncharacterized LOC113218893	0	0	1	0	0	0	0	1	0	0	0	0
XR_003305003.1	LOC113218893	uncharacterized LOC113218893	0	0	0	0	0	0	0	0	0	0	0	2
XR_003305004.1	LOC113218894	uncharacterized LOC113218894	318	207	199	642	264	1612	258	376	222	418	519	545
XR_003305005.1	LOC107964728	uncharacterized LOC107964728	55	26	28	13	27	34	30	45	29	29	14	49
XR_003305006.1	LOC107964773	uncharacterized LOC107964773	14	13	7	9	6	13	9	9	10	11	8	16
XR_003305007.1	LOC413334	mitogen-activated protein kinase kinase kinase kinase 5	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305008.1	LOC100576687	uncharacterized LOC100576687	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305009.1	LOC100576687	uncharacterized LOC100576687	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305010.1	LOC113218896	uncharacterized LOC113218896	98	77	43	77	26	73	70	114	62	82	61	73
XR_003305011.1	LOC100576687	uncharacterized LOC100576687	2	0	1	1	0	3	0	2	3	1	0	4
XR_003305012.1	LOC100576687	uncharacterized LOC100576687	2	0	0	0	4	1	0	2	0	0	2	2
XR_003305013.1	LOC107963976	uncharacterized LOC107963976	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305014.1	LOC107963976	uncharacterized LOC107963976	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305015.1	LOC107963976	uncharacterized LOC107963976	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305016.1	LOC100576755	uncharacterized LOC100576755	4	0	2	0	10	22	4	8	11	3	5	26
XR_003305017.1	LOC102656862	uncharacterized LOC102656862	34	13	24	22	12	22	7	29	19	25	7	37
XR_003305018.1	LOC102653847	uncharacterized LOC102653847	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305019.1	LOC102653847	uncharacterized LOC102653847	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305020.1	LOC102653847	uncharacterized LOC102653847	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305021.1	LOC113218897	uncharacterized LOC113218897	113	41	48	84	30	86	38	62	56	77	45	134
XR_003305022.1	LOC100576599	uncharacterized LOC100576599	0	0	0	0	0	0	0	0	0	0	1	0
XR_003305023.1	LOC107964776	uncharacterized LOC107964776	19	18	14	21	6	21	23	23	21	38	17	24
XR_003305024.1	LOC113218898	uncharacterized LOC113218898	25	11	11	18	8	11	4	26	14	18	14	35
XR_003305025.1	LOC102656729	uncharacterized LOC102656729	0	1	1	2	1	0	1	1	0	0	0	0
XR_003305026.1	LOC102656729	uncharacterized LOC102656729	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305027.1	LOC113218899	uncharacterized LOC113218899	8	4	6	7	3	11	6	8	6	15	4	20
XR_003305028.1	LOC102656007	uncharacterized LOC102656007	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305029.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305030.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305031.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305032.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305033.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305034.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305035.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305036.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305037.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305038.1	LOC102655868	uncharacterized LOC102655868	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305039.1	LOC113218536	uncharacterized LOC113218536	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305040.1	LOC113218536	uncharacterized LOC113218536	0	0	0	1	0	0	0	0	0	0	0	0
XR_003305041.1	LOC102656697	uncharacterized LOC102656697	147	42	51	117	29	88	47	173	52	65	37	246
XR_003305042.1	LOC100576987	uncharacterized LOC100576987	0	0	0	7	0	5	1	3	5	1	2	2
XR_003305043.1	LOC113218901	uncharacterized LOC113218901	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305044.1	LOC113218901	uncharacterized LOC113218901	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305045.1	LOC551259	titin	1	0	0	0	0	0	0	0	0	0	0	0
XR_003305046.1	LOC551259	titin	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305047.1	LOC113218903	uncharacterized LOC113218903	0	0	0	0	1	0	0	2	0	0	1	0
XR_003305048.1	LOC107965381	uncharacterized LOC107965381	26	10	12	15	22	24	18	31	13	24	25	27
XR_003305049.1	LOC113218904	uncharacterized LOC113218904	20	2	2	10	1	7	5	3	4	10	7	19
XR_003305050.1	LOC102654335	uncharacterized LOC102654335	298	114	119	305	76	208	112	254	160	161	105	324
XR_003305051.1	LOC727230	eukaryotic translation initiation factor 4E transporter	3	2	0	2	0	8	1	1	4	4	4	2
XR_003305052.1	LOC113218905	uncharacterized LOC113218905	61	18	31	54	21	97	36	45	34	98	54	100
XR_003305053.1	LOC102655337	uncharacterized LOC102655337	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305054.1	LOC102655337	uncharacterized LOC102655337	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305055.1	LOC102655337	uncharacterized LOC102655337	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305056.1	LOC102655337	uncharacterized LOC102655337	2	0	0	0	0	0	0	0	0	0	0	0
XR_003305057.1	LOC100577307	uncharacterized LOC100577307	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305058.1	LOC100577307	uncharacterized LOC100577307	0	0	0	0	0	1	0	0	0	0	0	0
XR_003305059.1	LOC100577307	uncharacterized LOC100577307	0	0	0	0	0	1	0	0	0	0	0	0
XR_003305060.1	LOC113218908	uncharacterized LOC113218908	9	2	6	7	1	12	3	11	6	9	6	10
XR_003305061.1	LOC100578053	uncharacterized LOC100578053	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305062.1	LOC107964742	uncharacterized LOC107964742	55	20	15	20	8	20	15	31	24	18	6	24
XR_003305063.1	LOC113218909	uncharacterized LOC113218909	4	3	4	0	2	1	1	1	0	6	3	2
XR_003305064.1	LOC113218910	uncharacterized LOC113218910	5	0	1	2	0	0	2	7	1	2	0	2
XR_003305065.1	LOC102656309	uncharacterized LOC102656309	46	20	27	26	7	14	15	13	12	17	22	20
XR_003305066.1	LOC113218911	uncharacterized LOC113218911	6	4	1	5	0	7	2	6	3	9	9	2
XR_003305067.1	LOC102655976	uncharacterized LOC102655976	8	2	2	9	0	6	3	3	6	14	3	10
XR_003305068.1	LOC100577571	uncharacterized LOC100577571	367	185	170	288	138	463	287	269	493	480	215	567
XR_003305069.1	LOC411986	uncharacterized LOC411986	3	4	1	2	0	3	1	0	1	1	1	7
XR_003305070.1	LOC411986	uncharacterized LOC411986	2	1	0	1	0	0	0	0	0	0	1	0
XR_003305071.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305072.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305073.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305074.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305075.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305076.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305077.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305078.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305079.1	LOC725406	serine/threonine-protein kinase PRP4 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305080.1	LOC113218913	small nucleolar RNA SNORD36	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305081.1	LOC113218914	small nucleolar RNA snR61/Z1/Z11	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305082.1	LOC113218915	U4atac minor spliceosomal RNA	0	0	0	0	0	0	0	0	0	1	0	0
XR_003305083.1	LOC107964593	uncharacterized LOC107964593	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305084.1	LOC107964593	uncharacterized LOC107964593	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305085.1	LOC113218917	uncharacterized LOC113218917	1	9	1	0	0	2	4	0	1	0	0	1
XR_003305086.1	LOC413739	synaptic vesicle glycoprotein 2C	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305087.1	LOC100578589	uncharacterized LOC100578589	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305088.1	LOC113218920	uncharacterized LOC113218920	19	12	9	25	5	44	26	24	18	32	18	57
XR_003305089.1	LOC100577978	uncharacterized LOC100577978	82	45	30	89	23	97	51	64	26	70	57	88
XR_003305090.1	LOC113218921	uncharacterized LOC113218921	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305091.1	LOC551261	plasma membrane calcium-transporting ATPase 3	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305092.1	LOC551261	plasma membrane calcium-transporting ATPase 3	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305093.1	LOC551261	plasma membrane calcium-transporting ATPase 3	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305094.1	LOC551261	plasma membrane calcium-transporting ATPase 3	22	12	8	19	9	36	6	23	27	17	23	29
XR_003305095.1	LOC102655462	uncharacterized LOC102655462	1	0	0	1	2	0	1	2	1	0	2	2
XR_003305096.1	LOC113218922	uncharacterized LOC113218922	14	8	14	24	18	31	12	26	11	14	31	10
XR_003305097.1	LOC100576478	uncharacterized LOC100576478	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305098.1	LOC100576478	uncharacterized LOC100576478	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305099.1	LOC100576478	uncharacterized LOC100576478	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305100.1	LOC100576478	uncharacterized LOC100576478	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305101.1	LOC100576478	uncharacterized LOC100576478	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305102.1	LOC100576478	uncharacterized LOC100576478	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305103.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305104.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305105.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305106.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305107.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305108.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305109.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	6	0	0	1	5	0	3
XR_003305110.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305111.1	LOC113218923	uncharacterized LOC113218923	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305112.1	LOC113218924	uncharacterized LOC113218924	2	0	0	0	0	1	0	0	0	0	1	2
XR_003305113.1	LOC107964882	uncharacterized LOC107964882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305114.1	LOC107964882	uncharacterized LOC107964882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305115.1	LOC107964882	uncharacterized LOC107964882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305116.1	LOC102655080	uncharacterized LOC102655080	37	13	14	24	6	12	13	32	20	33	8	49
XR_003305117.1	LOC113218926	uncharacterized LOC113218926	9	0	6	5	2	2	1	2	0	1	0	4
XR_003305118.1	LOC113218927	uncharacterized LOC113218927	1	0	0	1	0	1	0	0	0	0	0	1
XR_003305119.1	LOC113218927	uncharacterized LOC113218927	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305120.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305121.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305122.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305123.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305124.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305125.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	1	0	0	0	0	0	0	0
XR_003305126.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305127.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305128.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305129.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305130.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305131.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305132.1	LOC102655699	uncharacterized LOC102655699	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305133.1	LOC113218928	uncharacterized LOC113218928	215	71	110	104	58	149	74	103	93	110	73	131
XR_003305134.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305135.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	3	0	0	0	0	0	0
XR_003305136.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305137.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305138.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305139.1	LOC724903	protein tipE	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305140.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305141.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305142.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305143.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305144.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305145.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305146.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305147.1	LOC100578698	uncharacterized LOC100578698	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305148.1	LOC100578698	uncharacterized LOC100578698	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305149.1	LOC100578698	uncharacterized LOC100578698	43	27	34	41	10	19	19	7	17	22	22	60
XR_003305150.1	LOC100578698	uncharacterized LOC100578698	12	4	3	5	2	9	7	6	4	2	2	4
XR_003305151.1	LOC100578698	uncharacterized LOC100578698	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305152.1	LOC100578698	uncharacterized LOC100578698	5	1	3	5	1	3	3	5	4	1	10	8
XR_003305153.1	LOC100578882	uncharacterized LOC100578882	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305154.1	LOC102656765	uncharacterized LOC102656765	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305155.1	LOC102656765	uncharacterized LOC102656765	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305156.1	LOC102656765	uncharacterized LOC102656765	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305157.1	LOC113218930	uncharacterized LOC113218930	1	0	2	0	1	3	0	0	0	4	0	3
XR_003305158.1	LOC100577539	uncharacterized LOC100577539	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305159.1	LOC100577539	uncharacterized LOC100577539	0	2	1	0	0	1	0	1	0	3	1	2
XR_003305160.1	LOC102655292	uncharacterized LOC102655292	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305161.1	LOC113218931	uncharacterized LOC113218931	3	0	0	0	0	2	1	2	0	0	4	0
XR_003305162.1	LOC113218931	uncharacterized LOC113218931	79	22	37	94	35	50	20	64	35	89	42	102
XR_003305163.1	LOC551833	PAXIP1-associated glutamate-rich protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305164.1	LOC102656151	uncharacterized LOC102656151	13	5	8	9	1	13	6	7	12	7	6	12
XR_003305165.1	LOC102656787	uncharacterized LOC102656787	8	4	3	16	5	1	4	13	5	1	1	4
XR_003305166.1	LOC107964818	uncharacterized LOC107964818	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305167.1	LOC113218938	uncharacterized LOC113218938	21	3	10	5	4	8	2	6	10	1	3	9
XR_003305168.1	LOC411674	transcription factor RFX3	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305169.1	LOC411674	transcription factor RFX3	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305170.1	LOC102655491	uncharacterized LOC102655491	12	4	8	5	6	11	6	2	9	15	7	14
XR_003305171.1	LOC102655491	uncharacterized LOC102655491	92	42	44	54	38	63	39	62	58	91	50	116
XR_003305172.1	LOC113218940	uncharacterized LOC113218940	0	1	1	2	1	3	2	5	0	0	0	1
XR_003305173.1	LOC411262	leucine-zipper-like transcriptional regulator 1	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305174.1	LOC411262	leucine-zipper-like transcriptional regulator 1	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305175.1	LOC113218941	uncharacterized LOC113218941	75	32	27	109	21	105	37	55	24	25	21	56
XR_003305176.1	LOC411264	aryl hydrocarbon receptor protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XR_003305177.1	LOC113218942	uncharacterized LOC113218942	40	35	22	37	15	32	16	27	13	33	14	38
XR_003305178.1	LOC113218944	uncharacterized LOC113218944	114	39	59	58	23	19	55	94	58	73	54	117
XR_003305179.1	LOC107964813	uncharacterized LOC107964813	62	16	33	45	14	40	35	37	31	54	47	48
XR_003305180.1	LOC107964906	uncharacterized LOC107964906	0	0	0	0	0	0	0	0	0	0	0	0
